"Name","Accession","Chromosome","Start","End","Strand","Confidence"
"mmu-mir-883a","MI0005476","chrX","66780758","66780833","-","High"
"mmu-mir-883b","MI0005477","chrX","66789890","66789967","-","High"
"mmu-miR-883a-5p","MIMAT0004848","","","","",""
"mmu-miR-883a-3p","MIMAT0004849","","","","",""
"mmu-miR-883b-5p","MIMAT0004850","","","","",""
"mmu-miR-883b-3p","MIMAT0004851","","","","",""
"mmu-mir-935","MI0030346","chr7","3415066","3415156","+","-"
"mmu-miR-935","MIMAT0035718","","","","",""
"mmu-mir-P989","MI0004629","","","","","-"
"mmu-mir-P1087","MI0004226","","","","","-"
"mmu-mir-P1130","MI0004423","","","","","-"
"mmu-mir-P1162","MI0004496","","","","","-"
"mmu-mir-1186","MI0006284","","","","","-"
"mmu-mir-1186b","MI0014705","","","","","-"
"mmu-miR-1186b","MIMAT0015644","","","","",""
"mmu-mir-1187","MI0006285","chr5","82798944","82799065","-","-"
"mmu-miR-1187","MIMAT0005837","","","","",""
"mmu-mir-1188","MI0006290","chr12","109611822","109611941","+","-"
"mmu-miR-1188-5p","MIMAT0005843","","","","",""
"mmu-miR-1188-3p","MIMAT0017328","","","","",""
"mmu-mir-1190","MI0006294","chr12","101021673","101021768","-","-"
"mmu-miR-1190","MIMAT0005847","","","","",""
"mmu-mir-1191a","MI0006296","chr7","27205536","27205655","+","-"
"mmu-mir-1191b","MI0025021","chr10","81416240","81416297","-","-"
"mmu-miR-1191a","MIMAT0005849","","","","",""
"mmu-miR-1191b-5p","MIMAT0029866","","","","",""
"mmu-miR-1191b-3p","MIMAT0029867","","","","",""
"mmu-mir-1192","MI0006297","chr19","23149431","23149551","+","-"
"mmu-miR-1192","MIMAT0005850","","","","",""
"mmu-mir-1193","MI0006298","chr12","109715671","109715791","+","High"
"mmu-miR-1193-3p","MIMAT0005851","","","","",""
"mmu-miR-1193-5p","MIMAT0017329","","","","",""
"mmu-mir-1194","MI0006299","","","","","Low"
"mmu-miR-1194","MIMAT0005852","","","","",""
"mmu-mir-1195","MI0006303","chr17","70860503","70860600","-","-"
"mmu-miR-1195","MIMAT0005856","","","","",""
"mmu-mir-1196","MI0006304","","","","","-"
"mmu-mir-1197","MI0006305","chr12","109712317","109712436","+","High"
"mmu-miR-1197-3p","MIMAT0005858","","","","",""
"mmu-miR-1197-5p","MIMAT0017331","","","","",""
"mmu-mir-1198","MI0006306","chrX","7807101","7807221","+","High"
"mmu-miR-1198-5p","MIMAT0005859","","","","",""
"mmu-miR-1198-3p","MIMAT0017332","","","","",""
"mmu-mir-1199","MI0006307","chr8","84011515","84011633","-","High"
"mmu-miR-1199-5p","MIMAT0005860","","","","",""
"mmu-miR-1199-3p","MIMAT0017333","","","","",""
"mmu-mir-1224","MI0004118","chr16","20604452","20604536","+","-"
"mmu-miR-1224-5p","MIMAT0005460","","","","",""
"mmu-miR-1224-3p","MIMAT0017231","","","","",""
"mmu-mir-1231","MI0019183","chr1","135454603","135454683","-","-"
"mmu-miR-1231-5p","MIMAT0022357","","","","",""
"mmu-miR-1231-3p","MIMAT0022358","","","","",""
"mmu-mir-1247","MI0004120","chr12","110278048","110278129","-","High"
"mmu-miR-1247-5p","MIMAT0014800","","","","",""
"mmu-miR-1247-3p","MIMAT0014801","","","","",""
"mmu-mir-1249","MI0004132","chr15","84951526","84951623","-","High"
"mmu-miR-1249-3p","MIMAT0010560","","","","",""
"mmu-miR-1249-5p","MIMAT0014804","","","","",""
"mmu-mir-1251","MI0014021","chr10","92137140","92137223","-","-"
"mmu-miR-1251-5p","MIMAT0014824","","","","",""
"mmu-miR-1251-3p","MIMAT0014825","","","","",""
"mmu-mir-1258","MI0025040","chr18","56538139","56538198","+","-"
"mmu-miR-1258-5p","MIMAT0029904","","","","",""
"mmu-miR-1258-3p","MIMAT0029905","","","","",""
"mmu-mir-1264","MI0004130","chrX","147010601","147010686","+","High"
"mmu-miR-1264-5p","MIMAT0014802","","","","",""
"mmu-miR-1264-3p","MIMAT0014803","","","","",""
"mmu-mir-1271","MI0039503","chr13","54578139","54578221","+","-"
"mmu-miR-1271-5p","MIMAT0048641","","","","",""
"mmu-miR-1271-3p","MIMAT0048642","","","","",""
"mmu-mir-1274a","MI0009969","","","","","-"
"mmu-miR-1274a","MIMAT0009445","","","","",""
"mmu-mir-1291","MI0026023","chr15","98519762","98519878","-","-"
"mmu-miR-1291","MIMAT0031397","","","","",""
"mmu-mir-1298","MI0004300","chrX","147064905","147065002","+","High"
"mmu-miR-1298-5p","MIMAT0014809","","","","",""
"mmu-miR-1298-3p","MIMAT0014810","","","","",""
"mmu-mir-1306","MI0009935","chr16","18284239","18284317","-","High"
"mmu-miR-1306-3p","MIMAT0009411","","","","",""
"mmu-miR-1306-5p","MIMAT0019136","","","","",""
"mmu-mir-1668","MI0026040","chr8","83723878","83723984","-","-"
"mmu-miR-1668","MIMAT0031414","","","","",""
"mmu-mir-1839","MI0009991","chr7","81529916","81529988","+","High"
"mmu-miR-1839-5p","MIMAT0009456","","","","",""
"mmu-miR-1839-3p","MIMAT0009457","","","","",""
"mmu-mir-1843a","MI0004155","chr12","80391613","80391677","-","High"
"mmu-mir-1843b","MI0016971","chr1","159340358","159340423","+","High"
"mmu-miR-1843a-5p","MIMAT0014805","","","","",""
"mmu-miR-1843a-3p","MIMAT0014806","","","","",""
"mmu-miR-1843b-5p","MIMAT0019345","","","","",""
"mmu-miR-1843b-3p","MIMAT0019346","","","","",""
"mmu-mir-1892","MI0008320","chr12","54645933","54646012","-","-"
"mmu-miR-1892","MIMAT0007871","","","","",""
"mmu-mir-1893","MI0008327","chr18","6490564","6490646","-","Low"
"mmu-miR-1893","MIMAT0007879","","","","",""
"mmu-mir-1894","MI0008326","chr17","35917889","35917969","+","-"
"mmu-miR-1894-5p","MIMAT0007877","","","","",""
"mmu-miR-1894-3p","MIMAT0007878","","","","",""
"mmu-mir-1895","MI0008316","chr3","134240505","134240583","-","-"
"mmu-miR-1895","MIMAT0007867","","","","",""
"mmu-mir-1896","MI0008322","chr13","21445160","21445240","+","-"
"mmu-miR-1896","MIMAT0007873","","","","",""
"mmu-mir-1897","MI0008314","chr3","34638464","34638542","+","-"
"mmu-miR-1897-5p","MIMAT0007864","","","","",""
"mmu-miR-1897-3p","MIMAT0007865","","","","",""
"mmu-mir-1898","MI0008324","chr15","12171492","12171574","+","-"
"mmu-miR-1898","MIMAT0007875","","","","",""
"mmu-mir-1899","MI0008318","chr9","8246786","8246881","+","-"
"mmu-miR-1899","MIMAT0007869","","","","",""
"mmu-mir-1900","MI0008319","chr9","21032251","21032328","-","-"
"mmu-miR-1900","MIMAT0007870","","","","",""
"mmu-mir-1901","MI0008328","chr18","11840361","11840438","-","-"
"mmu-miR-1901","MIMAT0007880","","","","",""
"mmu-mir-1902","MI0008313","chr2","104428861","104428940","-","-"
"mmu-miR-1902","MIMAT0007863","","","","",""
"mmu-mir-1903","MI0008317","chr8","128359241","128359320","+","-"
"mmu-miR-1903","MIMAT0007868","","","","",""
"mmu-mir-1904","MI0008323","chr13","109903809","109903888","+","-"
"mmu-miR-1904","MIMAT0007874","","","","",""
"mmu-mir-1905","MI0008315","chr3","88536301","88536382","-","-"
"mmu-miR-1905","MIMAT0007866","","","","",""
"mmu-mir-1906-1","MI0008321","chr12","109544541","109544620","+","-"
"mmu-mir-1906-2","MI0015984","chrX","88759474","88759553","-","-"
"mmu-miR-1906","MIMAT0007872","","","","",""
"mmu-mir-1907","MI0008325","chr15","50889025","50889114","-","-"
"mmu-miR-1907","MIMAT0007876","","","","",""
"mmu-mir-1911","MI0039504","chrX","147106965","147107047","+","-"
"mmu-miR-1911-5p","MIMAT0048643","","","","",""
"mmu-miR-1911-3p","MIMAT0048644","","","","",""
"mmu-mir-1912","MI0014110","chrX","147009441","147009527","+","-"
"mmu-miR-1912-5p","MIMAT0014957","","","","",""
"mmu-miR-1912-3p","MIMAT0014958","","","","",""
"mmu-mir-1927","MI0009914","chr1","160295864","160295972","-","-"
"mmu-miR-1927","MIMAT0009390","","","","",""
"mmu-mir-1928","MI0009917","chr1","74206554","74206620","-","-"
"mmu-miR-1928","MIMAT0009391","","","","",""
"mmu-mir-1929","MI0009918","chr10","44359676","44359768","+","-"
"mmu-miR-1929-5p","MIMAT0009392","","","","",""
"mmu-miR-1929-3p","MIMAT0022729","","","","",""
"mmu-mir-1930","MI0009919","chr10","77641224","77641307","+","-"
"mmu-miR-1930-5p","MIMAT0009393","","","","",""
"mmu-miR-1930-3p","MIMAT0017340","","","","",""
"mmu-mir-1931","MI0009920","chr10","93162785","93162903","+","-"
"mmu-miR-1931","MIMAT0009394","","","","",""
"mmu-mir-1932","MI0009921","chr11","119390472","119390561","+","-"
"mmu-miR-1932","MIMAT0009395","","","","",""
"mmu-mir-1933","MI0009922","chr11","21344588","21344675","-","High"
"mmu-miR-1933-5p","MIMAT0009396","","","","",""
"mmu-miR-1933-3p","MIMAT0009397","","","","",""
"mmu-mir-1934","MI0009923","chr11","69663043","69663125","+","High"
"mmu-miR-1934-5p","MIMAT0009398","","","","",""
"mmu-miR-1934-3p","MIMAT0017341","","","","",""
"mmu-mir-1935","MI0009924","","","","","-"
"mmu-miR-1935","MIMAT0009399","","","","",""
"mmu-mir-1936","MI0009925","chr12","102684928","102685020","-","-"
"mmu-miR-1936","MIMAT0009400","","","","",""
"mmu-mir-1937a","MI0009926","","","","","-"
"mmu-mir-1937b","MI0009938","","","","","-"
"mmu-mir-1937c","MI0009953","","","","","-"
"mmu-mir-1937b-2","MI0014698","","","","","-"
"mmu-mir-1937b-3","MI0014700","","","","","-"
"mmu-mir-1937b-4","MI0014702","","","","","-"
"mmu-mir-1937b-5","MI0014703","","","","","-"
"mmu-miR-1937a","MIMAT0009401","","","","",""
"mmu-miR-1937b","MIMAT0009414","","","","",""
"mmu-miR-1937c","MIMAT0009429","","","","",""
"mmu-mir-1938","MI0009927","chr12","40222712","40222811","-","-"
"mmu-miR-1938","MIMAT0009402","","","","",""
"mmu-mir-1939","MI0009928","","","","","-"
"mmu-miR-1939","MIMAT0009403","","","","",""
"mmu-mir-1940","MI0009929","","","","","-"
"mmu-miR-1940","MIMAT0009404","","","","",""
"mmu-mir-1941","MI0009930","chr15","101369352","101369434","+","High"
"mmu-miR-1941-5p","MIMAT0009405","","","","",""
"mmu-miR-1941-3p","MIMAT0009406","","","","",""
"mmu-mir-1942","MI0009931","chr15","76215611","76215673","-","-"
"mmu-miR-1942","MIMAT0009407","","","","",""
"mmu-mir-1943","MI0009932","chr15","79375228","79375300","-","High"
"mmu-miR-1943-5p","MIMAT0009408","","","","",""
"mmu-miR-1943-3p","MIMAT0017342","","","","",""
"mmu-mir-1944","MI0009933","","","","","-"
"mmu-miR-1944","MIMAT0009409","","","","",""
"mmu-mir-1945","MI0009934","chr16","11254368","11254445","-","-"
"mmu-miR-1945","MIMAT0009410","","","","",""
"mmu-mir-1946a","MI0009936","chr16","32267450","32267583","-","-"
"mmu-mir-1946b","MI0009967","chr9","21613444","21613576","-","-"
"mmu-miR-1946a","MIMAT0009412","","","","",""
"mmu-miR-1946b","MIMAT0009443","","","","",""
"mmu-mir-1947","MI0009937","chr16","33105361","33105445","+","-"
"mmu-miR-1947-5p","MIMAT0009413","","","","",""
"mmu-miR-1947-3p","MIMAT0017343","","","","",""
"mmu-mir-1948","MI0009939","chr18","12714811","12714895","+","High"
"mmu-miR-1948-3p","MIMAT0009415","","","","",""
"mmu-miR-1948-5p","MIMAT0017344","","","","",""
"mmu-mir-1949","MI0009940","chr18","35554567","35554636","+","-"
"mmu-miR-1949","MIMAT0009416","","","","",""
"mmu-mir-1950","MI0009941","chr19","34965396","34965469","+","-"
"mmu-miR-1950","MIMAT0009417","","","","",""
"mmu-mir-1951","MI0009946","chr2","115638725","115638813","+","-"
"mmu-miR-1951","MIMAT0009422","","","","",""
"mmu-mir-1952","MI0009947","chr2","138819929","138820007","+","-"
"mmu-miR-1952","MIMAT0009423","","","","",""
"mmu-mir-1953","MI0009948","chr2","151967529","151967617","-","-"
"mmu-miR-1953","MIMAT0009424","","","","",""
"mmu-mir-1954","MI0009949","chr2","32652329","32652414","+","-"
"mmu-miR-1954","MIMAT0009425","","","","",""
"mmu-mir-1955","MI0009950","chr2","92191977","92192074","+","High"
"mmu-miR-1955-5p","MIMAT0009426","","","","",""
"mmu-miR-1955-3p","MIMAT0017348","","","","",""
"mmu-mir-1956","MI0009952","chr3","138526421","138526485","+","-"
"mmu-miR-1956","MIMAT0009428","","","","",""
"mmu-mir-1957a","MI0009954","","","","","-"
"mmu-mir-1957b","MI0021929","","","","","-"
"mmu-miR-1957a","MIMAT0009430","","","","",""
"mmu-miR-1957b","MIMAT0025145","","","","",""
"mmu-mir-1958","MI0009955","chr4","48213119","48213215","-","-"
"mmu-miR-1958","MIMAT0009431","","","","",""
"mmu-mir-1959","MI0009956","","","","","-"
"mmu-miR-1959","MIMAT0009432","","","","",""
"mmu-mir-1960","MI0009957","chr5","30170739","30170816","+","High"
"mmu-miR-1960","MIMAT0009433","","","","",""
"mmu-mir-1961","MI0009958","chr5","92788451","92788562","-","-"
"mmu-miR-1961","MIMAT0009434","","","","",""
"mmu-mir-1962","MI0009959","chr7","135566162","135566282","+","-"
"mmu-miR-1962","MIMAT0009435","","","","",""
"mmu-mir-1963","MI0009960","chr7","29083636","29083694","-","-"
"mmu-miR-1963","MIMAT0009436","","","","",""
"mmu-mir-1964","MI0009961","chr7","29773294","29773376","+","High"
"mmu-miR-1964-3p","MIMAT0009437","","","","",""
"mmu-miR-1964-5p","MIMAT0017349","","","","",""
"mmu-mir-1965","MI0009962","","","","","-"
"mmu-miR-1965","MIMAT0009438","","","","",""
"mmu-mir-1966","MI0009963","chr8","105615466","105615573","+","-"
"mmu-miR-1966-5p","MIMAT0009439","","","","",""
"mmu-miR-1966-3p","MIMAT0022952","","","","",""
"mmu-mir-1967","MI0009964","chr8","124022641","124022722","+","-"
"mmu-miR-1967","MIMAT0009440","","","","",""
"mmu-mir-1968","MI0009965","chr8","13189031","13189098","-","High"
"mmu-miR-1968-5p","MIMAT0009441","","","","",""
"mmu-miR-1968-3p","MIMAT0017350","","","","",""
"mmu-mir-1969","MI0009966","chr8","70925525","70925618","+","-"
"mmu-miR-1969","MIMAT0009442","","","","",""
"mmu-mir-1970","MI0009968","chrX","135786114","135786217","-","-"
"mmu-mir-1970b","MI0040628","chr16","57610786","57610845","+","-"
"mmu-mir-1970c","MI0040652","chr9","74966743","74966802","+","-"
"mmu-miR-1970","MIMAT0009444","","","","",""
"mmu-miR-1970b-5p","MIMAT0049843","","","","",""
"mmu-miR-1970c-5p","MIMAT0049876","","","","",""
"mmu-miR-1970c-3p","MIMAT0049877","","","","",""
"mmu-mir-1971","MI0009970","chr14","78191373","78191478","-","-"
"mmu-miR-1971","MIMAT0009446","","","","",""
"mmu-mir-1981","MI0009992","chr1","184822407","184822488","-","High"
"mmu-miR-1981-5p","MIMAT0009458","","","","",""
"mmu-miR-1981-3p","MIMAT0017351","","","","",""
"mmu-mir-1982","MI0009993","chr10","80828797","80828870","+","-"
"mmu-miR-1982-5p","MIMAT0009459","","","","",""
"mmu-miR-1982-3p","MIMAT0009460","","","","",""
"mmu-mir-1983","MI0009990","chr13","21896918","21897049","-","-"
"mmu-miR-1983","MIMAT0009455","","","","",""
"mmu-mir-2132","MI0010737","","","","","-"
"mmu-miR-2132","MIMAT0011208","","","","",""
"mmu-mir-2133-1","MI0010738","","","","","-"
"mmu-mir-2133-2","MI0010739","","","","","-"
"mmu-miR-2133","MIMAT0011209","","","","",""
"mmu-mir-2134-1","MI0010740","","","","","-"
"mmu-mir-2134-2","MI0010741","","","","","-"
"mmu-mir-2134-3","MI0010742","","","","","-"
"mmu-mir-2134-4","MI0010743","","","","","-"
"mmu-mir-2134-5","MI0013182","","","","","-"
"mmu-mir-2134-6","MI0013183","","","","","-"
"mmu-miR-2134","MIMAT0011210","","","","",""
"mmu-mir-2135-1","MI0010744","","","","","-"
"mmu-mir-2135-4","MI0010745","","","","","-"
"mmu-mir-2135-5","MI0010746","","","","","-"
"mmu-mir-2135-2","MI0010747","","","","","-"
"mmu-mir-2135-3","MI0010748","","","","","-"
"mmu-miR-2135","MIMAT0011211","","","","",""
"mmu-mir-2136","MI0010749","chr9","104426113","104426187","+","-"
"mmu-miR-2136","MIMAT0011212","","","","",""
"mmu-mir-2137","MI0010750","chrX","72992079","72992144","+","-"
"mmu-miR-2137","MIMAT0011213","","","","",""
"mmu-mir-2138","MI0010751","","","","","-"
"mmu-miR-2138","MIMAT0011214","","","","",""
"mmu-mir-2139","MI0010752","chr4","139967526","139967620","-","-"
"mmu-miR-2139","MIMAT0011215","","","","",""
"mmu-mir-2140","MI0010753","","","","","-"
"mmu-miR-2140","MIMAT0011216","","","","",""
"mmu-mir-2141","MI0010754","","","","","-"
"mmu-miR-2141","MIMAT0011217","","","","",""
"mmu-mir-2142","MI0010755","","","","","-"
"mmu-miR-2142","MIMAT0011218","","","","",""
"mmu-mir-2143-1","MI0010756","","","","","-"
"mmu-mir-2143-2","MI0010757","","","","","-"
"mmu-mir-2143-3","MI0010758","","","","","-"
"mmu-miR-2143","MIMAT0011219","","","","",""
"mmu-mir-2144","MI0010759","","","","","-"
"mmu-miR-2144","MIMAT0011220","","","","",""
"mmu-mir-2145-1","MI0010760","","","","","-"
"mmu-mir-2145-2","MI0010761","","","","","-"
"mmu-miR-2145","MIMAT0011221","","","","",""
"mmu-mir-2146","MI0010762","","","","","-"
"mmu-miR-2146","MIMAT0011222","","","","",""
"mmu-mir-2182","MI0010832","","","","","-"
"mmu-miR-2182","MIMAT0011286","","","","",""
"mmu-mir-2183","MI0010833","","","","","-"
"mmu-miR-2183","MIMAT0011287","","","","",""
"mmu-mir-2861","MI0013007","chr2","32712807","32712888","-","-"
"mmu-miR-2861","MIMAT0013803","","","","",""
"mmu-mir-3057","MI0014020","chr10","81271597","81271687","+","High"
"mmu-miR-3057-5p","MIMAT0014822","","","","",""
"mmu-miR-3057-3p","MIMAT0014823","","","","",""
"mmu-mir-3058","MI0004418","chr10","95559231","95559321","-","High"
"mmu-miR-3058-5p","MIMAT0014813","","","","",""
"mmu-miR-3058-3p","MIMAT0014814","","","","",""
"mmu-mir-3059","MI0004412","chr10","101772692","101772772","+","High"
"mmu-miR-3059-5p","MIMAT0014811","","","","",""
"mmu-miR-3059-3p","MIMAT0014812","","","","",""
"mmu-mir-3060","MI0014022","chr11","4139364","4139446","+","High"
"mmu-miR-3060-5p","MIMAT0014826","","","","",""
"mmu-miR-3060-3p","MIMAT0014827","","","","",""
"mmu-mir-3061","MI0014023","chr11","52126746","52126836","+","High"
"mmu-miR-3061-5p","MIMAT0014828","","","","",""
"mmu-miR-3061-3p","MIMAT0014829","","","","",""
"mmu-mir-3062","MI0014024","chr11","68990574","68990678","-","-"
"mmu-miR-3062-5p","MIMAT0014830","","","","",""
"mmu-miR-3062-3p","MIMAT0014831","","","","",""
"mmu-mir-3063","MI0014025","chr11","95963292","95963383","-","-"
"mmu-miR-3063-5p","MIMAT0014832","","","","",""
"mmu-miR-3063-3p","MIMAT0014833","","","","",""
"mmu-mir-3064","MI0014026","chr11","106782693","106782759","-","-"
"mmu-miR-3064-5p","MIMAT0014834","","","","",""
"mmu-miR-3064-3p","MIMAT0014835","","","","",""
"mmu-mir-3065","MI0014027","chr11","120014767","120014853","+","-"
"mmu-miR-3065-5p","MIMAT0014836","","","","",""
"mmu-miR-3065-3p","MIMAT0014837","","","","",""
"mmu-mir-3066","MI0014028","chr12","17355392","17355474","+","High"
"mmu-miR-3066-5p","MIMAT0014838","","","","",""
"mmu-miR-3066-3p","MIMAT0014839","","","","",""
"mmu-mir-3067","MI0014029","chr12","81166151","81166234","+","-"
"mmu-miR-3067-5p","MIMAT0014840","","","","",""
"mmu-miR-3067-3p","MIMAT0014841","","","","",""
"mmu-mir-3068","MI0014030","chr12","87437679","87437757","-","-"
"mmu-miR-3068-5p","MIMAT0014842","","","","",""
"mmu-miR-3068-3p","MIMAT0014843","","","","",""
"mmu-mir-3069","MI0014031","chr12","105031077","105031141","-","High"
"mmu-miR-3069-5p","MIMAT0014844","","","","",""
"mmu-miR-3069-3p","MIMAT0014845","","","","",""
"mmu-mir-3070-1","MI0014032","chr12","109587943","109588031","+","High"
"mmu-mir-3070-2","MI0014033","chr12","109588592","109588680","+","High"
"mmu-miR-3070-5p","MIMAT0014846","","","","",""
"mmu-miR-3070-3p","MIMAT0014847","","","","",""
"mmu-miR-3070-2-3p","MIMAT0014849","","","","",""
"mmu-mir-3071","MI0014034","chr12","109595318","109595397","-","-"
"mmu-miR-3071-5p","MIMAT0014850","","","","",""
"mmu-miR-3071-3p","MIMAT0014851","","","","",""
"mmu-mir-3072","MI0014035","chr12","109747878","109747960","+","High"
"mmu-miR-3072-5p","MIMAT0014852","","","","",""
"mmu-miR-3072-3p","MIMAT0014853","","","","",""
"mmu-mir-3073a","MI0014036","chr12","112109238","112109322","+","High"
"mmu-mir-3073b","MI0019192","chr12","112109250","112109309","-","-"
"mmu-miR-3073a-5p","MIMAT0014854","","","","",""
"mmu-miR-3073a-3p","MIMAT0014855","","","","",""
"mmu-miR-3073b-5p","MIMAT0022375","","","","",""
"mmu-miR-3073b-3p","MIMAT0022376","","","","",""
"mmu-mir-3074-1","MI0014037","chr13","63301199","63301283","-","-"
"mmu-mir-3074-2","MI0014104","chr8","84208825","84208907","-","-"
"mmu-miR-3074-5p","MIMAT0014856","","","","",""
"mmu-miR-3074-1-3p","MIMAT0014857","","","","",""
"mmu-miR-3074-2-3p","MIMAT0014946","","","","",""
"mmu-mir-3075","MI0014038","chr14","25534439","25534523","+","-"
"mmu-miR-3075-5p","MIMAT0014858","","","","",""
"mmu-miR-3075-3p","MIMAT0014859","","","","",""
"mmu-mir-3076","MI0014039","chr14","30572149","30572208","+","-"
"mmu-miR-3076-5p","MIMAT0014860","","","","",""
"mmu-miR-3076-3p","MIMAT0014861","","","","",""
"mmu-mir-3077","MI0014040","chr14","57798424","57798487","+","-"
"mmu-miR-3077-5p","MIMAT0014862","","","","",""
"mmu-miR-3077-3p","MIMAT0014863","","","","",""
"mmu-mir-3078","MI0014041","chr14","64591185","64591271","+","-"
"mmu-miR-3078-5p","MIMAT0014864","","","","",""
"mmu-miR-3078-3p","MIMAT0014865","","","","",""
"mmu-mir-3079","MI0014042","chr15","76290879","76290968","-","High"
"mmu-miR-3079-5p","MIMAT0014866","","","","",""
"mmu-miR-3079-3p","MIMAT0014867","","","","",""
"mmu-mir-3080","MI0014043","chr15","82959218","82959296","-","-"
"mmu-miR-3080-5p","MIMAT0014868","","","","",""
"mmu-miR-3080-3p","MIMAT0014869","","","","",""
"mmu-mir-3081","MI0014044","chr16","44558046","44558129","-","-"
"mmu-miR-3081-5p","MIMAT0014870","","","","",""
"mmu-miR-3081-3p","MIMAT0014871","","","","",""
"mmu-mir-3082","MI0014045","chr17","25831365","25831428","-","-"
"mmu-miR-3082-5p","MIMAT0014872","","","","",""
"mmu-miR-3082-3p","MIMAT0014873","","","","",""
"mmu-mir-3083","MI0014046","chr17","26948056","26948119","-","-"
"mmu-mir-3083b","MI0040630","chr17","26948060","26948116","+","-"
"mmu-miR-3083-5p","MIMAT0014874","","","","",""
"mmu-miR-3083-3p","MIMAT0014875","","","","",""
"mmu-miR-3083b-5p","MIMAT0049846","","","","",""
"mmu-miR-3083b-3p","MIMAT0049847","","","","",""
"mmu-mir-3084-1","MI0014047","chr19","24942235","24942303","-","High"
"mmu-mir-3084-2","MI0020958","chr19","60774329","60774397","-","High"
"mmu-miR-3084-5p","MIMAT0014876","","","","",""
"mmu-miR-3084-3p","MIMAT0014877","","","","",""
"mmu-mir-3085","MI0014048","chr19","42280082","42280170","-","High"
"mmu-miR-3085-5p","MIMAT0014878","","","","",""
"mmu-miR-3085-3p","MIMAT0014879","","","","",""
"mmu-mir-3086","MI0014049","chr19","58911673","58911759","-","-"
"mmu-miR-3086-5p","MIMAT0014880","","","","",""
"mmu-miR-3086-3p","MIMAT0014881","","","","",""
"mmu-mir-3087","MI0014080","chr2","25442779","25442834","+","-"
"mmu-miR-3087-5p","MIMAT0014895","","","","",""
"mmu-miR-3087-3p","MIMAT0014896","","","","",""
"mmu-mir-3088","MI0014081","chr2","28733278","28733351","+","-"
"mmu-miR-3088-5p","MIMAT0014897","","","","",""
"mmu-miR-3088-3p","MIMAT0014898","","","","",""
"mmu-mir-3089","MI0014082","chr2","30721210","30721293","+","-"
"mmu-miR-3089-5p","MIMAT0014899","","","","",""
"mmu-miR-3089-3p","MIMAT0014900","","","","",""
"mmu-mir-3090","MI0014083","chr2","133564708","133564794","+","-"
"mmu-miR-3090-5p","MIMAT0014901","","","","",""
"mmu-miR-3090-3p","MIMAT0014902","","","","",""
"mmu-mir-3091","MI0014084","chr2","180257536","180257611","+","High"
"mmu-miR-3091-5p","MIMAT0014903","","","","",""
"mmu-miR-3091-3p","MIMAT0014904","","","","",""
"mmu-mir-3092","MI0014085","chr3","27584900","27584995","-","-"
"mmu-miR-3092-5p","MIMAT0014905","","","","",""
"mmu-miR-3092-3p","MIMAT0014906","","","","",""
"mmu-mir-3093","MI0014086","chr3","88215171","88215257","+","High"
"mmu-miR-3093-5p","MIMAT0014907","","","","",""
"mmu-miR-3093-3p","MIMAT0014908","","","","",""
"mmu-mir-3094","MI0014087","chr4","40993695","40993758","+","-"
"mmu-miR-3094-5p","MIMAT0014909","","","","",""
"mmu-miR-3094-3p","MIMAT0014910","","","","",""
"mmu-mir-3095","MI0014088","chr4","58441012","58441098","-","High"
"mmu-miR-3095-5p","MIMAT0014911","","","","",""
"mmu-miR-3095-3p","MIMAT0014912","","","","",""
"mmu-mir-3096","MI0014089","","","","","-"
"mmu-mir-3096b","MI0016969","","","","","-"
"mmu-miR-3096-5p","MIMAT0014913","","","","",""
"mmu-miR-3096b-5p","MIMAT0019342","","","","",""
"mmu-mir-3097","MI0014090","chr5","35021049","35021115","+","-"
"mmu-miR-3097-5p","MIMAT0014915","","","","",""
"mmu-miR-3097-3p","MIMAT0014916","","","","",""
"mmu-mir-3098","MI0014091","chr6","125195792","125195878","+","High"
"mmu-miR-3098-5p","MIMAT0014917","","","","",""
"mmu-miR-3098-3p","MIMAT0014918","","","","",""
"mmu-mir-3099","MI0004485","chr7","6803587","6803670","+","-"
"mmu-miR-3099-5p","MIMAT0014815","","","","",""
"mmu-miR-3099-3p","MIMAT0014816","","","","",""
"mmu-mir-3100","MI0014092","chr7","19086828","19086892","+","-"
"mmu-miR-3100-5p","MIMAT0014919","","","","",""
"mmu-miR-3100-3p","MIMAT0014920","","","","",""
"mmu-mir-3101","MI0014093","chr7","27176006","27176093","-","High"
"mmu-miR-3101-5p","MIMAT0014921","","","","",""
"mmu-miR-3101-3p","MIMAT0014922","","","","",""
"mmu-mir-3102","MI0014099","chr7","100882306","100882409","-","High"
"mmu-miR-3102-5p","MIMAT0014933","","","","",""
"mmu-miR-3102-5p.2-5p","MIMAT0014934","","","","",""
"mmu-miR-3102-3p.2-3p","MIMAT0014935","","","","",""
"mmu-miR-3102-3p","MIMAT0014936","","","","",""
"mmu-mir-3103","MI0014100","chr7","128288369","128288435","-","High"
"mmu-miR-3103-5p","MIMAT0014937","","","","",""
"mmu-miR-3103-3p","MIMAT0014938","","","","",""
"mmu-mir-3104","MI0014101","chr7","141992179","141992241","+","-"
"mmu-miR-3104-5p","MIMAT0014939","","","","",""
"mmu-miR-3104-3p","MIMAT0014940","","","","",""
"mmu-mir-3105","MI0014102","chr7","144009254","144009338","+","High"
"mmu-miR-3105-5p","MIMAT0014941","","","","",""
"mmu-miR-3105-3p","MIMAT0014942","","","","",""
