miRNA name	pos:mut	second_trim_rCMC_cont_IP	second_trim_rCMC_PE_IP	second_trim_rCMC_cont_IP (PM+1MM+2MM)	second_trim_rCMC_PE_IP (PM+1MM+2MM)
mmu-miR-423-5p	23:TC	1.0	1.0	6221.0	8357.0
mmu-miR-423-5p	23:TG	7.0	7.0	6221.0	8357.0
mmu-miR-423-5p	6:GT,7:GT	3.0	2.0	6221.0	8357.0
mmu-miR-423-5p	7:GA,8:CA	1.0	0.0	6221.0	8357.0
mmu-miR-423-5p	9:AT,22:TA	0.0	1.0	6221.0	8357.0
mmu-miR-423-5p	22:TA,23:TA	2.0	3.0	6221.0	8357.0
mmu-miR-423-5p	22:TA,23:TC	0.0	1.0	6221.0	8357.0
mmu-miR-423-5p	22:TA,23:TG	0.0	1.0	6221.0	8357.0
mmu-miR-425-3p	10:GA	10.0	15.0	10.0	16.0
mmu-miR-425-3p	10:GA,21:CT	0.0	1.0	10.0	16.0
mmu-miR-425-5p	PM	380.0	832.0	398.0	866.0
mmu-miR-425-5p	1:AT	0.0	1.0	398.0	866.0
mmu-miR-425-5p	4:GT	0.0	1.0	398.0	866.0
mmu-miR-425-5p	8:CT	0.0	1.0	398.0	866.0
mmu-miR-425-5p	10:AT	1.0	0.0	398.0	866.0
mmu-miR-425-5p	12:CA	0.0	1.0	398.0	866.0
mmu-miR-425-5p	16:CG	1.0	0.0	398.0	866.0
mmu-miR-425-5p	18:CA	1.0	0.0	398.0	866.0
mmu-miR-425-5p	19:GC	0.0	1.0	398.0	866.0
mmu-miR-425-5p	20:TC	1.0	0.0	398.0	866.0
mmu-miR-425-5p	21:TC	0.0	1.0	398.0	866.0
mmu-miR-425-5p	22:GC	0.0	1.0	398.0	866.0
mmu-miR-425-5p	23:AT	14.0	26.0	398.0	866.0
mmu-miR-425-5p	6:CT,23:AT	0.0	1.0	398.0	866.0
mmu-miR-431-3p	PM	0.0	1.0	0.0	1.0
mmu-miR-431-5p	PM	48.0	143.0	57.0	154.0
mmu-miR-431-5p	19:GC	0.0	1.0	57.0	154.0
mmu-miR-431-5p	21:AG	2.0	1.0	57.0	154.0
mmu-miR-431-5p	21:AT	7.0	9.0	57.0	154.0
mmu-miR-433-3p	PM	134.0	138.0	138.0	150.0
mmu-miR-433-3p	6:GT	0.0	1.0	138.0	150.0
mmu-miR-433-3p	12:CT	1.0	0.0	138.0	150.0
mmu-miR-433-3p	14:CA	0.0	1.0	138.0	150.0
mmu-miR-433-3p	17:CA	0.0	1.0	138.0	150.0
mmu-miR-433-3p	18:GT	0.0	1.0	138.0	150.0
mmu-miR-433-3p	21:GA	1.0	1.0	138.0	150.0
mmu-miR-433-3p	22:TA	2.0	7.0	138.0	150.0
mmu-miR-433-5p	PM	0.0	1.0	0.0	1.0
mmu-miR-434-3p	PM	1314.0	3574.0	1327.0	3605.0
mmu-miR-434-3p	1:TC	1.0	1.0	1327.0	3605.0
mmu-miR-434-3p	2:TA	0.0	1.0	1327.0	3605.0
mmu-miR-434-3p	4:GA	0.0	1.0	1327.0	3605.0
mmu-miR-434-3p	5:AG	0.0	1.0	1327.0	3605.0
mmu-miR-434-3p	6:AG	0.0	1.0	1327.0	3605.0
mmu-miR-434-3p	6:AT	0.0	1.0	1327.0	3605.0
mmu-miR-434-3p	7:CA	1.0	0.0	1327.0	3605.0
mmu-miR-434-3p	7:CG	0.0	1.0	1327.0	3605.0
mmu-miR-434-3p	8:CA	0.0	1.0	1327.0	3605.0
mmu-miR-434-3p	8:CT	1.0	0.0	1327.0	3605.0
mmu-miR-434-3p	9:AT	0.0	1.0	1327.0	3605.0
mmu-miR-434-3p	11:CT	0.0	1.0	1327.0	3605.0
mmu-miR-434-3p	12:AG	0.0	1.0	1327.0	3605.0
mmu-miR-434-3p	12:AT	0.0	1.0	1327.0	3605.0
mmu-miR-434-3p	14:TC	0.0	1.0	1327.0	3605.0
mmu-miR-434-3p	15:CT	0.0	1.0	1327.0	3605.0
mmu-miR-434-3p	16:GA	0.0	1.0	1327.0	3605.0
mmu-miR-434-3p	16:GT	0.0	3.0	1327.0	3605.0
mmu-miR-434-3p	17:AT	0.0	1.0	1327.0	3605.0
mmu-miR-434-3p	20:CA	0.0	1.0	1327.0	3605.0
mmu-miR-434-3p	20:CG	0.0	1.0	1327.0	3605.0
mmu-miR-434-3p	20:CT	0.0	1.0	1327.0	3605.0
mmu-miR-434-3p	21:CA	1.0	0.0	1327.0	3605.0
mmu-miR-434-3p	22:TA	5.0	4.0	1327.0	3605.0
mmu-miR-434-3p	22:TC	3.0	5.0	1327.0	3605.0
mmu-miR-434-3p	22:TG	1.0	0.0	1327.0	3605.0
mmu-miR-434-5p	PM	0.0	1.0	0.0	1.0
mmu-miR-449a-3p	13:GA	0.0	1.0	0.0	1.0
mmu-miR-449a-5p	PM	18.0	22.0	18.0	24.0
mmu-miR-449a-5p	17:GT	0.0	1.0	18.0	24.0
mmu-miR-449a-5p	22:TA	0.0	1.0	18.0	24.0
mmu-miR-449c-5p	PM	27.0	47.0	27.0	47.0
mmu-miR-450a-2-3p	9:TC,14:TC	65.0	76.0	65.0	76.0
mmu-miR-450a-5p	PM	7.0	14.0	121.0	200.0
mmu-miR-450a-5p	21:AG	109.0	180.0	121.0	200.0
mmu-miR-450a-5p	22:TA	0.0	1.0	121.0	200.0
mmu-miR-450a-5p	10:GT,21:AG	1.0	1.0	121.0	200.0
mmu-miR-450a-5p	12:GT,21:AG	2.0	0.0	121.0	200.0
mmu-miR-450a-5p	16:CA,21:AG	0.0	1.0	121.0	200.0
mmu-miR-450a-5p	21:AG,22:TA	1.0	1.0	121.0	200.0
mmu-miR-450a-5p	21:AG,22:TG	1.0	2.0	121.0	200.0
mmu-miR-452-3p	20:GA	0.0	1.0	0.0	1.0
mmu-miR-452-5p	PM	9.0	4.0	13.0	8.0
mmu-miR-452-5p	3:TC	0.0	1.0	13.0	8.0
mmu-miR-452-5p	8:AG	0.0	1.0	13.0	8.0
mmu-miR-452-5p	22:CA	3.0	2.0	13.0	8.0
mmu-miR-452-5p	22:CT	1.0	0.0	13.0	8.0
mmu-miR-455-3p	PM	376.0	595.0	385.0	608.0
mmu-miR-455-3p	1:GA	0.0	1.0	385.0	608.0
mmu-miR-455-3p	1:GC	0.0	1.0	385.0	608.0
mmu-miR-455-3p	2:CA	0.0	1.0	385.0	608.0
mmu-miR-455-3p	4:GT	0.0	1.0	385.0	608.0
mmu-miR-455-3p	11:GT	1.0	0.0	385.0	608.0
mmu-miR-455-3p	12:GC	0.0	1.0	385.0	608.0
mmu-miR-455-3p	13:CG	1.0	0.0	385.0	608.0
mmu-miR-455-3p	14:AT	0.0	1.0	385.0	608.0
mmu-miR-455-3p	16:AT	0.0	1.0	385.0	608.0
mmu-miR-455-3p	19:CA	1.0	0.0	385.0	608.0
mmu-miR-455-3p	19:CT	1.0	1.0	385.0	608.0
mmu-miR-455-3p	21:CA	3.0	3.0	385.0	608.0
mmu-miR-455-3p	21:CT	2.0	1.0	385.0	608.0
mmu-miR-455-3p	19:CA,21:CA	0.0	1.0	385.0	608.0
mmu-miR-455-5p	PM	7.0	4.0	8.0	4.0
mmu-miR-455-5p	22:GC	1.0	0.0	8.0	4.0
mmu-miR-463-5p	PM	2.0	2.0	2.0	2.0
mmu-miR-466f-3p	3:TC	1.0	0.0	14.0	22.0
mmu-miR-466f-3p	21:CA	1.0	0.0	14.0	22.0
mmu-miR-466f-3p	1:CT,3:TC	2.0	2.0	14.0	22.0
mmu-miR-466f-3p	1:CT,7:CT	0.0	9.0	14.0	22.0
mmu-miR-466f-3p	3:TA,4:AG	0.0	1.0	14.0	22.0
mmu-miR-466f-3p	3:TC,9:CT	1.0	0.0	14.0	22.0
mmu-miR-466f-3p	3:TC,13:CG	0.0	1.0	14.0	22.0
mmu-miR-466f-3p	3:TC,14:AC	0.0	2.0	14.0	22.0
mmu-miR-466f-3p	3:TC,15:TC	7.0	5.0	14.0	22.0
mmu-miR-466f-3p	3:TC,19:CT	2.0	0.0	14.0	22.0
mmu-miR-466f-3p	20:AG,21:CA	0.0	2.0	14.0	22.0
mmu-miR-466h-3p	4:GA,8:GA	1.0	0.0	1.0	0.0
mmu-miR-466h-5p	7:CT,12:GC	0.0	3.0	0.0	3.0
mmu-miR-466i-5p	PM	201.0	247.0	2861.0	5541.0
mmu-miR-466i-5p	1:TA	2.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	1:TC	3.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	1:TG	2.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	2:GA	1.0	2.0	2861.0	5541.0
mmu-miR-466i-5p	2:GC	1.0	3.0	2861.0	5541.0
mmu-miR-466i-5p	2:GT	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	3:TA	4.0	19.0	2861.0	5541.0
mmu-miR-466i-5p	3:TC	0.0	2.0	2861.0	5541.0
mmu-miR-466i-5p	4:GA	3.0	7.0	2861.0	5541.0
mmu-miR-466i-5p	5:TA	1.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	6:GA	0.0	2.0	2861.0	5541.0
mmu-miR-466i-5p	6:GT	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	7:TA	2.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	8:GA	8.0	8.0	2861.0	5541.0
mmu-miR-466i-5p	8:GC	1.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	8:GT	2.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	10:GA	1.0	11.0	2861.0	5541.0
mmu-miR-466i-5p	10:GC	1.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	10:GT	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	11:TA	0.0	3.0	2861.0	5541.0
mmu-miR-466i-5p	11:TC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	12:GA	4.0	6.0	2861.0	5541.0
mmu-miR-466i-5p	12:GC	2.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	12:GT	0.0	2.0	2861.0	5541.0
mmu-miR-466i-5p	13:TA	5.0	7.0	2861.0	5541.0
mmu-miR-466i-5p	13:TC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	14:GA	1.0	6.0	2861.0	5541.0
mmu-miR-466i-5p	14:GC	0.0	3.0	2861.0	5541.0
mmu-miR-466i-5p	14:GT	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	16:GA	3.0	7.0	2861.0	5541.0
mmu-miR-466i-5p	16:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	16:GT	1.0	2.0	2861.0	5541.0
mmu-miR-466i-5p	17:TA	1.0	2.0	2861.0	5541.0
mmu-miR-466i-5p	17:TG	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	18:GA	5.0	4.0	2861.0	5541.0
mmu-miR-466i-5p	18:GC	1.0	3.0	2861.0	5541.0
mmu-miR-466i-5p	18:GT	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	19:TA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	20:GA	7.0	8.0	2861.0	5541.0
mmu-miR-466i-5p	20:GC	1.0	2.0	2861.0	5541.0
mmu-miR-466i-5p	20:GT	5.0	6.0	2861.0	5541.0
mmu-miR-466i-5p	1:TA,3:TA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	1:TA,4:GT	0.0	2.0	2861.0	5541.0
mmu-miR-466i-5p	1:TA,15:TA	8.0	15.0	2861.0	5541.0
mmu-miR-466i-5p	1:TA,17:TA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	1:TC,2:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	1:TG,2:GA	1.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	1:TG,2:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	1:TG,2:GT	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	1:TG,3:TG	2.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	1:TG,6:GA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	1:TG,9:TC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	1:TG,12:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	2:GA,3:TA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	2:GA,4:GA	2.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	2:GA,5:TA	2.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	2:GA,10:GA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	2:GA,12:GT	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	2:GA,14:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	2:GA,14:GC	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	2:GA,16:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	2:GA,18:GT	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	2:GC,4:GC	0.0	2.0	2861.0	5541.0
mmu-miR-466i-5p	2:GC,6:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	2:GC,12:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	2:GC,13:TA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	2:GC,14:GC	1.0	2.0	2861.0	5541.0
mmu-miR-466i-5p	2:GC,20:GA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	2:GT,3:TG	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	2:GT,4:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	2:GT,4:GT	2.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	2:GT,6:GT	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	2:GT,8:GT	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	2:GT,14:GA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	2:GT,14:GT	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	2:GT,18:GA	1.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	2:GT,20:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	2:GT,20:GT	1.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	3:TA,4:GT	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	3:TA,7:TA	2.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	3:TA,10:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	3:TA,14:GT	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	3:TA,15:TA	5.0	16.0	2861.0	5541.0
mmu-miR-466i-5p	3:TA,16:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	3:TA,17:TA	2136.0	4349.0	2861.0	5541.0
mmu-miR-466i-5p	3:TA,17:TC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	3:TG,17:TA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	4:GA,8:GA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	4:GA,11:TA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	4:GA,12:GA	0.0	2.0	2861.0	5541.0
mmu-miR-466i-5p	4:GA,14:GA	2.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	4:GA,14:GC	2.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	4:GA,17:TC	2.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	4:GA,19:TA	0.0	2.0	2861.0	5541.0
mmu-miR-466i-5p	4:GC,6:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	4:GC,12:GA	0.0	2.0	2861.0	5541.0
mmu-miR-466i-5p	4:GC,14:GC	0.0	2.0	2861.0	5541.0
mmu-miR-466i-5p	4:GC,17:TA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	4:GC,18:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	4:GC,18:GC	0.0	2.0	2861.0	5541.0
mmu-miR-466i-5p	4:GT,8:GT	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	4:GT,18:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	5:TA,10:GT	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	5:TA,12:GA	0.0	2.0	2861.0	5541.0
mmu-miR-466i-5p	5:TA,14:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	5:TA,15:TC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	5:TA,16:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	5:TA,18:GA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	5:TA,19:TA	0.0	4.0	2861.0	5541.0
mmu-miR-466i-5p	5:TA,20:GT	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	6:GA,8:GA	0.0	5.0	2861.0	5541.0
mmu-miR-466i-5p	6:GA,8:GC	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	6:GA,8:GT	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	6:GA,10:GA	2.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	6:GA,12:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	6:GA,12:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	6:GA,14:GA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	6:GA,14:GT	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	6:GA,15:TA	1.0	3.0	2861.0	5541.0
mmu-miR-466i-5p	6:GA,16:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	6:GA,18:GA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	6:GA,19:TA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	6:GA,20:GT	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	6:GC,10:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	6:GC,14:GA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	6:GC,14:GC	2.0	3.0	2861.0	5541.0
mmu-miR-466i-5p	6:GC,16:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	6:GC,16:GC	1.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	6:GT,10:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	6:GT,12:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	6:GT,12:GT	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	6:GT,14:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	6:GT,18:GT	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	7:TA,11:TA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	7:TA,13:TA	0.0	3.0	2861.0	5541.0
mmu-miR-466i-5p	7:TA,14:GT	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	7:TA,15:TA	2.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	7:TA,16:GT	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	7:TA,17:TC	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	7:TC,12:GT	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	7:TC,14:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	8:GA,10:GA	3.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	8:GA,10:GC	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	8:GA,10:GT	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	8:GA,11:TA	0.0	3.0	2861.0	5541.0
mmu-miR-466i-5p	8:GA,12:GA	1.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	8:GA,12:GC	2.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	8:GA,14:GA	308.0	597.0	2861.0	5541.0
mmu-miR-466i-5p	8:GA,14:GC	0.0	3.0	2861.0	5541.0
mmu-miR-466i-5p	8:GA,14:GT	0.0	2.0	2861.0	5541.0
mmu-miR-466i-5p	8:GA,16:GC	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	8:GA,18:GT	1.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	8:GC,14:GA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	8:GC,14:GC	2.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	8:GC,16:GA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	8:GC,16:GC	2.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	8:GC,18:GA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	8:GC,20:GA	1.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	8:GT,10:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	9:TA,10:GT	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	9:TA,13:TA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	9:TA,14:GA	1.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	9:TA,16:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	9:TA,17:TA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	9:TA,19:TA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	9:TC,11:TC	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	10:GA,12:GA	1.0	2.0	2861.0	5541.0
mmu-miR-466i-5p	10:GA,13:TA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	10:GA,14:GA	2.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	10:GA,14:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	10:GA,15:TG	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	10:GA,16:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	10:GA,19:TA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	10:GA,20:GA	2.0	5.0	2861.0	5541.0
mmu-miR-466i-5p	10:GC,12:GA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	10:GC,14:GC	0.0	3.0	2861.0	5541.0
mmu-miR-466i-5p	10:GC,16:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	10:GC,18:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	10:GC,18:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	10:GC,19:TA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	10:GC,19:TC	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	10:GC,20:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	10:GT,15:TG	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	10:GT,16:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	10:GT,16:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	10:GT,17:TG	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	11:TA,12:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	11:TA,19:TA	2.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	11:TA,20:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	11:TA,20:GT	0.0	5.0	2861.0	5541.0
mmu-miR-466i-5p	11:TC,12:GA	0.0	2.0	2861.0	5541.0
mmu-miR-466i-5p	11:TC,14:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	11:TC,15:TC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	11:TC,16:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	12:GA,14:GA	6.0	4.0	2861.0	5541.0
mmu-miR-466i-5p	12:GA,14:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	12:GA,14:GT	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	12:GA,15:TA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	12:GA,16:GA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	12:GA,18:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	12:GA,20:GA	2.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	12:GA,20:GT	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	12:GC,14:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	12:GC,18:GC	4.0	2.0	2861.0	5541.0
mmu-miR-466i-5p	12:GC,18:GT	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	12:GC,20:GA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	12:GC,20:GC	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	12:GT,13:TG	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	12:GT,16:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	13:TA,15:TA	2.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	13:TA,16:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	13:TA,19:TC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	13:TA,20:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	13:TC,15:TC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	13:TC,18:GC	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	14:GA,15:TG	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	14:GA,16:GT	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	14:GC,15:TA	2.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	14:GC,18:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	14:GC,18:GC	13.0	16.0	2861.0	5541.0
mmu-miR-466i-5p	14:GC,20:GC	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	14:GT,15:TA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	14:GT,20:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	15:TA,20:GT	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	16:GA,18:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	16:GA,18:GT	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	16:GA,20:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	16:GC,18:GA	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	16:GC,20:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	16:GT,17:TG	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	16:GT,18:GC	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	16:GT,20:GA	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	16:GT,20:GT	0.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	17:TA,19:TA	1.0	1.0	2861.0	5541.0
mmu-miR-466i-5p	17:TA,20:GT	1.0	0.0	2861.0	5541.0
mmu-miR-466i-5p	18:GT,20:GT	1.0	2.0	2861.0	5541.0
mmu-miR-466i-5p	19:TA,20:GA	2.0	1.0	2861.0	5541.0
mmu-miR-466j	7:CT,12:GC	0.0	2.0	0.0	5.0
mmu-miR-466j	7:CT,12:GT	0.0	3.0	0.0	5.0
mmu-miR-466m-3p	13:TG,20:GA	0.0	1.0	67.0	230.0
mmu-miR-466m-3p	20:GA,21:CG	67.0	229.0	67.0	230.0
mmu-miR-466p-5p	13:CT	1.0	0.0	1.0	0.0
mmu-miR-483-3p	PM	164.0	136.0	170.0	139.0
mmu-miR-483-3p	1:TC	3.0	1.0	170.0	139.0
mmu-miR-483-3p	9:CT	2.0	0.0	170.0	139.0
