miRNA name	pos:mut	trimmed_NGN2_Nicotinamide_Vitamin_B3_SRR22128557	trimmed_NGN2_nc-DMSO_rep2-6_SRR22127727	trimmed_NGN2_Fluorouracil_5-Fluoracil_5-FU_SRR22128317	trimmed_NGN2_nc-DMSO_rep2-3_SRR22127730	trimmed_NGN2_nc-DMSO_rep2-2_SRR22127731	trimmed_NGN2_nc-DMSO_rep2-5_SRR22127728	trimmed_NGN2_nc-DMSO_rep2-1_SRR22127732	trimmed_NGN2_Vitamin_D2_SRR22128243	trimmed_NGN2_nc-DMSO_rep2-4_SRR22127729	trimmed_NGN2_Nicotinamide_Vitamin_B3_SRR22128557 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-6_SRR22127727 (PM+1MM+2MM)	trimmed_NGN2_Fluorouracil_5-Fluoracil_5-FU_SRR22128317 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-3_SRR22127730 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-2_SRR22127731 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-5_SRR22127728 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-1_SRR22127732 (PM+1MM+2MM)	trimmed_NGN2_Vitamin_D2_SRR22128243 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-4_SRR22127729 (PM+1MM+2MM)
hsa-miR-183-3p	PM	2.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-183-5p	PM	570.0	11.0	1031.0	3.0	2.0	13.0	2.0	2.0	5.0	574.0	11.0	1036.0	3.0	2.0	14.0	2.0	2.0	5.0
hsa-miR-183-5p	7:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	574.0	11.0	1036.0	3.0	2.0	14.0	2.0	2.0	5.0
hsa-miR-183-5p	10:GT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	574.0	11.0	1036.0	3.0	2.0	14.0	2.0	2.0	5.0
hsa-miR-183-5p	12:TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	574.0	11.0	1036.0	3.0	2.0	14.0	2.0	2.0	5.0
hsa-miR-183-5p	13:AG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	574.0	11.0	1036.0	3.0	2.0	14.0	2.0	2.0	5.0
hsa-miR-183-5p	15:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	574.0	11.0	1036.0	3.0	2.0	14.0	2.0	2.0	5.0
hsa-miR-183-5p	17:TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	574.0	11.0	1036.0	3.0	2.0	14.0	2.0	2.0	5.0
hsa-miR-183-5p	20:AG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	574.0	11.0	1036.0	3.0	2.0	14.0	2.0	2.0	5.0
hsa-miR-183-5p	21:CT	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	574.0	11.0	1036.0	3.0	2.0	14.0	2.0	2.0	5.0
hsa-miR-183-5p	22:TA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	574.0	11.0	1036.0	3.0	2.0	14.0	2.0	2.0	5.0
hsa-miR-184	PM	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-1843	PM	11.0	0.0	12.0	0.0	0.0	0.0	1.0	0.0	0.0	11.0	0.0	13.0	0.0	0.0	0.0	1.0	0.0	0.0
hsa-miR-1843	6:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	13.0	0.0	0.0	0.0	1.0	0.0	0.0
hsa-miR-185-3p	22:CT	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-185-5p	PM	399.0	2.0	514.0	4.0	0.0	4.0	0.0	2.0	3.0	401.0	2.0	517.0	4.0	0.0	4.0	0.0	2.0	3.0
hsa-miR-185-5p	5:GA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	401.0	2.0	517.0	4.0	0.0	4.0	0.0	2.0	3.0
hsa-miR-185-5p	6:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	401.0	2.0	517.0	4.0	0.0	4.0	0.0	2.0	3.0
hsa-miR-185-5p	11:GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	401.0	2.0	517.0	4.0	0.0	4.0	0.0	2.0	3.0
hsa-miR-185-5p	13:CT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	401.0	2.0	517.0	4.0	0.0	4.0	0.0	2.0	3.0
hsa-miR-185-5p	14:AG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	401.0	2.0	517.0	4.0	0.0	4.0	0.0	2.0	3.0
hsa-miR-186-5p	PM	105.0	1.0	68.0	0.0	1.0	0.0	1.0	0.0	0.0	107.0	1.0	69.0	0.0	1.0	0.0	1.0	0.0	0.0
hsa-miR-186-5p	15:TA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	107.0	1.0	69.0	0.0	1.0	0.0	1.0	0.0	0.0
hsa-miR-186-5p	22:TA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.0	1.0	69.0	0.0	1.0	0.0	1.0	0.0	0.0
hsa-miR-186-5p	21:CA,22:TA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.0	1.0	69.0	0.0	1.0	0.0	1.0	0.0	0.0
hsa-miR-187-3p	PM	2.0	1.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-187-3p	22:GA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-187-3p	22:GT	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-188-5p	PM	2.0	0.0	24.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	24.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-18a-3p	PM	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-18a-5p	PM	47.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	43.0	0.0	0.0	0.0	1.0	0.0	0.0
hsa-miR-18a-5p	23:GT	1.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	48.0	0.0	43.0	0.0	0.0	0.0	1.0	0.0	0.0
hsa-miR-1908-5p	PM	8.0	0.0	51.0	0.0	0.0	1.0	0.0	0.0	0.0	9.0	0.0	55.0	0.0	0.0	1.0	1.0	0.0	0.0
hsa-miR-1908-5p	21:CA	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	55.0	0.0	0.0	1.0	1.0	0.0	0.0
hsa-miR-1908-5p	21:CT	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	9.0	0.0	55.0	0.0	0.0	1.0	1.0	0.0	0.0
hsa-miR-190a-5p	PM	7.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-191-5p	PM	1635.0	35.0	3301.0	16.0	2.0	23.0	4.0	8.0	23.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-191-5p	8:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-191-5p	9:TA	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-191-5p	9:TC	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-191-5p	10:CT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-191-5p	11:CT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-191-5p	12:CT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-191-5p	13:AG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-191-5p	13:AT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-191-5p	14:AT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-191-5p	15:AG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-191-5p	16:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-191-5p	17:GA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-191-5p	17:GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-191-5p	18:CA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-191-5p	19:AG	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-191-5p	21:CT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-191-5p	22:TC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-191-5p	23:GA	26.0	0.0	46.0	0.0	0.0	0.0	0.0	1.0	0.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-191-5p	23:GC	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-191-5p	23:GT	69.0	1.0	102.0	0.0	0.0	3.0	1.0	2.0	1.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-191-5p	19:AG,23:GT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-191-5p	20:GC,23:GT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1743.0	36.0	3461.0	16.0	2.0	26.0	5.0	12.0	24.0
hsa-miR-1912-3p	PM	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1914-3p	PM	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1914-3p	22:GT	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-192-5p	PM	13.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-193a-3p	PM	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-193b-3p	PM	8.0	0.0	16.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	0.0	17.0	0.0	0.0	1.0	0.0	1.0	0.0
hsa-miR-193b-3p	22:TA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	8.0	0.0	17.0	0.0	0.0	1.0	0.0	1.0	0.0
hsa-miR-193b-3p	22:TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	17.0	0.0	0.0	1.0	0.0	1.0	0.0
hsa-miR-193b-5p	PM	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-194-5p	PM	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-195-5p	PM	8.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	771.0	13.0	1251.0	4.0	0.0	9.0	1.0	3.0	5.0
hsa-miR-195-5p	11:GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	771.0	13.0	1251.0	4.0	0.0	9.0	1.0	3.0	5.0
hsa-miR-195-5p	10:AG,11:GT	763.0	13.0	1236.0	4.0	0.0	9.0	1.0	3.0	5.0	771.0	13.0	1251.0	4.0	0.0	9.0	1.0	3.0	5.0
hsa-miR-196a-5p	PM	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-197-3p	PM	49.0	2.0	19.0	0.0	0.0	0.0	0.0	1.0	0.0	50.0	2.0	21.0	0.0	0.0	1.0	0.0	1.0	0.0
hsa-miR-197-3p	22:CA	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	2.0	21.0	0.0	0.0	1.0	0.0	1.0	0.0
hsa-miR-197-3p	22:CT	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	50.0	2.0	21.0	0.0	0.0	1.0	0.0	1.0	0.0
hsa-miR-1973	PM	3.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-199a-5p	PM	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-19a-3p	PM	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-19a-3p	23:AG	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-19b-3p	PM	14.0	1.0	10.0	0.0	1.0	6.0	0.0	1.0	0.0	14.0	1.0	10.0	0.0	1.0	6.0	0.0	1.0	0.0
hsa-miR-200b-3p	22:AT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-200b-3p	11:TG,22:AG	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-200c-3p	PM	8.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-200c-3p	8:GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-200c-3p	23:AT	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-203a-3p	PM	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-204-3p	PM	2.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-204-5p	PM	34.0	1.0	67.0	0.0	0.0	0.0	0.0	0.0	1.0	34.0	1.0	68.0	0.0	0.0	0.0	0.0	0.0	1.0
hsa-miR-204-5p	22:TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	1.0	68.0	0.0	0.0	0.0	0.0	0.0	1.0
hsa-miR-205-5p	PM	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-20a-3p	PM	15.0	1.0	30.0	0.0	0.0	1.0	0.0	0.0	1.0	15.0	1.0	31.0	0.0	0.0	1.0	0.0	0.0	1.0
hsa-miR-20a-3p	12:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	1.0	31.0	0.0	0.0	1.0	0.0	0.0	1.0
hsa-miR-20a-5p	PM	629.0	30.0	1190.0	12.0	5.0	25.0	3.0	9.0	8.0	687.0	31.0	1274.0	13.0	7.0	26.0	3.0	10.0	12.0
hsa-miR-20a-5p	7:GA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	687.0	31.0	1274.0	13.0	7.0	26.0	3.0	10.0	12.0
hsa-miR-20a-5p	7:GT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	687.0	31.0	1274.0	13.0	7.0	26.0	3.0	10.0	12.0
hsa-miR-20a-5p	9:TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	687.0	31.0	1274.0	13.0	7.0	26.0	3.0	10.0	12.0
hsa-miR-20a-5p	11:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	687.0	31.0	1274.0	13.0	7.0	26.0	3.0	10.0	12.0
hsa-miR-20a-5p	16:GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	687.0	31.0	1274.0	13.0	7.0	26.0	3.0	10.0	12.0
hsa-miR-20a-5p	17:CT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	687.0	31.0	1274.0	13.0	7.0	26.0	3.0	10.0	12.0
hsa-miR-20a-5p	18:AT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	687.0	31.0	1274.0	13.0	7.0	26.0	3.0	10.0	12.0
hsa-miR-20a-5p	19:GA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	687.0	31.0	1274.0	13.0	7.0	26.0	3.0	10.0	12.0
hsa-miR-20a-5p	20:GC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	687.0	31.0	1274.0	13.0	7.0	26.0	3.0	10.0	12.0
hsa-miR-20a-5p	21:TA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	687.0	31.0	1274.0	13.0	7.0	26.0	3.0	10.0	12.0
hsa-miR-20a-5p	22:AT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	687.0	31.0	1274.0	13.0	7.0	26.0	3.0	10.0	12.0
hsa-miR-20a-5p	23:GA	5.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	1.0	687.0	31.0	1274.0	13.0	7.0	26.0	3.0	10.0	12.0
hsa-miR-20a-5p	23:GC	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	687.0	31.0	1274.0	13.0	7.0	26.0	3.0	10.0	12.0
hsa-miR-20a-5p	23:GT	48.0	1.0	53.0	1.0	1.0	1.0	0.0	1.0	3.0	687.0	31.0	1274.0	13.0	7.0	26.0	3.0	10.0	12.0
hsa-miR-20a-5p	17:CT,23:GA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	687.0	31.0	1274.0	13.0	7.0	26.0	3.0	10.0	12.0
hsa-miR-20a-5p	21:TA,23:GT	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	687.0	31.0	1274.0	13.0	7.0	26.0	3.0	10.0	12.0
hsa-miR-20b-3p	PM	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-20b-5p	PM	14.0	1.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	1.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-20b-5p	23:GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	1.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-20b-5p	23:GT	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	1.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-21-3p	PM	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-21-5p	PM	65.0	8.0	189.0	1.0	2.0	5.0	0.0	3.0	6.0	65.0	8.0	195.0	2.0	2.0	5.0	0.0	3.0	6.0
hsa-miR-21-5p	16:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	8.0	195.0	2.0	2.0	5.0	0.0	3.0	6.0
hsa-miR-21-5p	20:TA	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	65.0	8.0	195.0	2.0	2.0	5.0	0.0	3.0	6.0
hsa-miR-21-5p	22:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	8.0	195.0	2.0	2.0	5.0	0.0	3.0	6.0
hsa-miR-21-5p	22:AT	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	8.0	195.0	2.0	2.0	5.0	0.0	3.0	6.0
hsa-miR-21-5p	16:AG,22:AG	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	8.0	195.0	2.0	2.0	5.0	0.0	3.0	6.0
hsa-miR-210-3p	PM	9.0	0.0	12.0	1.0	0.0	1.0	0.0	0.0	0.0	9.0	0.0	13.0	1.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-210-3p	22:AT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	13.0	1.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-2110	PM	5.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-212-3p	PM	14.0	2.0	8.0	0.0	0.0	1.0	0.0	0.0	0.0	14.0	2.0	8.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-212-5p	PM	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-214-3p	PM	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-216a-5p	PM	30.0	2.0	10.0	0.0	0.0	3.0	0.0	1.0	0.0	30.0	2.0	10.0	0.0	0.0	3.0	0.0	1.0	0.0
hsa-miR-216b-5p	PM	69.0	2.0	101.0	0.0	0.0	3.0	0.0	0.0	0.0	89.0	2.0	111.0	0.0	0.0	3.0	0.0	0.0	0.0
hsa-miR-216b-5p	16:AG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0	2.0	111.0	0.0	0.0	3.0	0.0	0.0	0.0
hsa-miR-216b-5p	22:AT	19.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0	2.0	111.0	0.0	0.0	3.0	0.0	0.0	0.0
hsa-miR-217-3p	PM	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-217-5p	PM	44.0	5.0	181.0	3.0	0.0	3.0	1.0	0.0	4.0	45.0	6.0	181.0	3.0	0.0	3.0	1.0	0.0	4.0
hsa-miR-217-5p	22:GA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	6.0	181.0	3.0	0.0	3.0	1.0	0.0	4.0
hsa-miR-217-5p	23:AT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	6.0	181.0	3.0	0.0	3.0	1.0	0.0	4.0
hsa-miR-218-1-3p	22:GT	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-218-5p	PM	229.0	7.0	173.0	4.0	1.0	8.0	2.0	2.0	5.0	230.0	7.0	174.0	4.0	1.0	8.0	2.0	2.0	5.0
hsa-miR-218-5p	9:GA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	230.0	7.0	174.0	4.0	1.0	8.0	2.0	2.0	5.0
hsa-miR-218-5p	17:CT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	230.0	7.0	174.0	4.0	1.0	8.0	2.0	2.0	5.0
hsa-miR-219a-1-3p	PM	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-219a-2-3p	PM	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-219a-2-3p	19:CT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-219a-5p	PM	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-219b-5p	PM	1.0	2.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-22-3p	PM	47.0	5.0	140.0	2.0	3.0	3.0	0.0	0.0	1.0	48.0	5.0	142.0	2.0	3.0	3.0	0.0	0.0	1.0
hsa-miR-22-3p	11:TC	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	5.0	142.0	2.0	3.0	3.0	0.0	0.0	1.0
hsa-miR-22-3p	22:TC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	5.0	142.0	2.0	3.0	3.0	0.0	0.0	1.0
hsa-miR-22-3p	19:CT,21:GT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	5.0	142.0	2.0	3.0	3.0	0.0	0.0	1.0
