Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM6702819	"RSB211-246 [CX-4945 (Silmitasertib)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108342"	SRX18108342	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702820	"RSB211-82 [RAF265 (CHIR-265)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108343"	SRX18108343	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702821	"RSB211-88 [Dichlorphenamide]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108344"	SRX18108344	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702822	"RSB211-340 [Dihydroartemisinin (DHA)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108345"	SRX18108345	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702823	"RSB211-327 [Emtricitabine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108346"	SRX18108346	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702824	"RSB211-125 [Enoxacin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108347"	SRX18108347	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702825	"RSB211-167 [Acetylcysteine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108348"	SRX18108348	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702826	"RSB211-40 [Irsogladine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108349"	SRX18108349	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702827	"RSB211-319 [Vitamin B12]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107241"	SRX18107241	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702828	"RSB211-196 [Nimesulide]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107242"	SRX18107242	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702829	"RSB211-93 [Mesna]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107243"	SRX18107243	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702830	"RSB211-85 [Indapamide]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107244"	SRX18107244	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702831	"RSB211-203 [Amprenavir]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107245"	SRX18107245	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702832	"RSB211-147 [Rifampin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107246"	SRX18107246	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702833	"RSB211-308 [Bergenin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107247"	SRX18107247	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702834	"RSB211-94 [MLN2238]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107248"	SRX18107248	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702835	"RSB211-191 [Acadesine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108267"	SRX18108267	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702836	"RSB211-342 [Diosmin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108268"	SRX18108268	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702837	"RSB211-194 [Phentolamine Mesylate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108269"	SRX18108269	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702838	"RSB211-343 [Flutamide]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108270"	SRX18108270	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702839	"RSB211-307 [Sparfloxacin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108271"	SRX18108271	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702840	"RSB211-150 [OSI-420]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108272"	SRX18108272	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702841	"RSB211-198 [Cyproterone Acetate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108273"	SRX18108273	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702842	"RSB211-187 [Fenofibrate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108274"	SRX18108274	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702843	"RSB211-60 [LY2886721]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107609"	SRX18107609	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702844	"RSB211-188 [TAME]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107610"	SRX18107610	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702845	"RSB211-90 [AG-14361]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107611"	SRX18107611	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702846	"RSB211-269 [?6-??-?Aminocaproic acid]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107612"	SRX18107612	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702847	"RSB211-154 [Formestane]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107613"	SRX18107613	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702848	"RSB211-42 [Nystatin (Fungicidin)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107614"	SRX18107614	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702849	"RSB211-312 [Bilobalide]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107615"	SRX18107615	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702850	"RSB211-296 [Cisatracurium Besylate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107616"	SRX18107616	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702851	"RSB211-106 [Propylthiouracil]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108350"	SRX18108350	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702852	"RSB211-157 [Ethionamide]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108351"	SRX18108351	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702853	"RSB211-72 [Sulphadimethoxine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108352"	SRX18108352	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702854	"RSB211-151 [Cefditoren Pivoxil]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108353"	SRX18108353	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702855	"RSB211-277 [Diethylstilbestrol]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108354"	SRX18108354	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702856	"RSB211-210 [Eltrombopag]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108355"	SRX18108355	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702857	"RSB211-163 [Darunavir Ethanolate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108356"	SRX18108356	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702858	"RSB211-290 [Ambrisentan]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108357"	SRX18108357	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702859	"RSB211-38 [Alibendol]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107249"	SRX18107249	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702860	"RSB211-211 [Aciclovir]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107250"	SRX18107250	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702861	"RSB211-152 [PIK-293]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107251"	SRX18107251	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702862	"RSB211-127 [Rifapentine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107252"	SRX18107252	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702863	"RSB211-213 [Amiloride HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107253"	SRX18107253	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702864	"RSB211-278 [Arbutin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107254"	SRX18107254	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702865	"RSB211-223 [Carvedilol]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107255"	SRX18107255	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702866	"RSB211-74 [Rimantadine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107256"	SRX18107256	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702867	"RSB211-250 [3-Indolebutyric acid (IBA)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108275"	SRX18108275	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702868	"RSB211-71 [Pomalidomide]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108276"	SRX18108276	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702869	"RSB211-254 [Aloe-emodin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108277"	SRX18108277	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702870	"RSB211-86 [Givinostat (ITF2357)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108278"	SRX18108278	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702871	"RSB211-189 [Ranolazine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108279"	SRX18108279	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702872	"RSB211-155 [Oxytetracycline (Terramycin)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108280"	SRX18108280	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702873	"RSB211-158 [DAPT (GSI-IX)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108281"	SRX18108281	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702874	"RSB211-207 [Ursodiol]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108282"	SRX18108282	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702875	"RSB211-255 [Curcumin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107617"	SRX18107617	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702876	"RSB211-57 [Adefovir Dipivoxil]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107618"	SRX18107618	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702877	"RSB211-123 [Nicotinic Acid]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107619"	SRX18107619	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702878	"RSB211-143 [Silodosin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107620"	SRX18107620	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702879	"RSB211-64 [Tebipenem Pivoxil]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107621"	SRX18107621	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702880	"RSB211-43 [AZD8055]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107622"	SRX18107622	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702881	"RSB211-348 [Fisetin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107623"	SRX18107623	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702882	"RSB211-314 [Caffeic Acid]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107624"	SRX18107624	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702883	"RSB211-313 [Dipyridamole]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108358"	SRX18108358	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702884	"RSB211-270 [Rivastigmine Tartrate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108359"	SRX18108359	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702885	"RSB211-134 [Sulindac]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108360"	SRX18108360	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702886	"RSB211-217 [Erdosteine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108361"	SRX18108361	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702887	"RSB211-159 [Trifluridine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108362"	SRX18108362	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702888	"RSB211-221 [Oxfendazole]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108363"	SRX18108363	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702889	"RSB211-315 [Hydroxyurea]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108364"	SRX18108364	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702890	"RSB211-303 [Praziquantel]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108365"	SRX18108365	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702891	"RSB211-349 [Pregnenolone]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107257"	SRX18107257	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702892	"RSB211-46 [Levofloxacin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107258"	SRX18107258	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702893	"RSB211-174 [Epalrestat]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107259"	SRX18107259	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702894	"RSB211-95 [Methocarbamol]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107260"	SRX18107260	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702895	"RSB211-153 [Sulfadiazine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107261"	SRX18107261	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702896	"RSB211-175 [Triamcinolone Acetonide]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107262"	SRX18107262	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702897	"RSB211-139 [Rizatriptan Benzoate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107263"	SRX18107263	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702898	"RSB211-301 [Meprednisone]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107264"	SRX18107264	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702899	"RSB211-89 [Methylprednisolone]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108283"	SRX18108283	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702900	"RSB211-47 [KRN 633]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108284"	SRX18108284	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702901	"RSB211-311 [Carbidopa]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108285"	SRX18108285	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702902	"RSB211-318 [Cinchonidine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108286"	SRX18108286	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702903	"RSB211-105 [Tie2 kinase inhibitor]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108287"	SRX18108287	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702904	"RSB211-345 [Fluvastatin Sodium]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108288"	SRX18108288	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702905	"RSB211-344 [Emodin]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108289"	SRX18108289	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702906	"RSB211-317 [Nicotinamide (Vitamin B3)]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108290"	SRX18108290	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702907	"RSB211-204 [Doxifluridine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107625"	SRX18107625	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702908	"RSB211-287 [Protionamide]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107626"	SRX18107626	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702909	"RSB211-70 [Sulfamethizole]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107627"	SRX18107627	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702910	"RSB211-282 [Artesunate]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107628"	SRX18107628	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702911	"RSB211-44 [Isoniazid]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107629"	SRX18107629	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702912	"RSB211-264 [Atorvastatin Calcium]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107630"	SRX18107630	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702913	"RSB211-77 [KU-60019]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107631"	SRX18107631	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702914	"RSB211-283 [Valaciclovir HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18107632"	SRX18107632	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702915	"RSB211-351 [Sulfamethoxazole]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108366"	SRX18108366	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702916	"RSB211-334 [Atropine]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108367"	SRX18108367	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702917	"RSB211-200 [Memantine HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108368"	SRX18108368	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702918	"RSB211-235 [Monobenzone]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108369"	SRX18108369	"Zhiyun Wei"	"Oct 19, 2023"
GSM6702919	"RSB211-300 [Conivaptan HCl]"	"SRA"	"Homo sapiens"	1	GPL21697	GSE216991	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX18108370"	SRX18108370	"Zhiyun Wei"	"Oct 19, 2023"
