study_accession,study_title,experiment_accession,experiment_title,experiment_desc,organism_taxid,organism_name,library_name,library_strategy,library_source,library_selection,library_layout,sample_accession,sample_title,biosample,bioproject,instrument,instrument_model,instrument_model_desc,total_spots,total_size,run_accession,run_total_spots,run_total_bases
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107924,GSM6702016: RSB241-151 [Clevidipine Butyrate]; Homo sapiens; miRNA-Seq,GSM6702016: RSB241-151 [Clevidipine Butyrate]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702016,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610807,,SAMN31554894,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1509228,47446373,SRR22128303,1509228,113192100
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107923,GSM6702015: RSB241-330 [WHI-P154]; Homo sapiens; miRNA-Seq,GSM6702015: RSB241-330 [WHI-P154]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702015,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610804,,SAMN31554895,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1148632,36128407,SRR22128304,1148632,86147400
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107922,GSM6702014: RSB241-83 [Sulbactam]; Homo sapiens; miRNA-Seq,GSM6702014: RSB241-83 [Sulbactam]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702014,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610803,,SAMN31554896,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1705679,54068017,SRR22128305,1705679,127925925
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107921,GSM6702013: RSB241-150 [WZ811]; Homo sapiens; miRNA-Seq,GSM6702013: RSB241-150 [WZ811]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702013,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610802,,SAMN31554897,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,684907,21847186,SRR22128306,684907,51368025
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107920,GSM6702012: RSB241-70 [Nitrendipine]; Homo sapiens; miRNA-Seq,GSM6702012: RSB241-70 [Nitrendipine]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702012,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610801,,SAMN31554898,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1716532,53614324,SRR22128307,1716532,128739900
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107919,GSM6702011: RSB241-87 [Pranoprofen]; Homo sapiens; miRNA-Seq,GSM6702011: RSB241-87 [Pranoprofen]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702011,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610800,,SAMN31554899,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2503755,79252079,SRR22128308,2503755,187781625
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18107918,GSM6701986: RSB241-284 [Diclofenac Diethylamine]; Homo sapiens; miRNA-Seq,GSM6701986: RSB241-284 [Diclofenac Diethylamine]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6701986,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610799,,SAMN31554924,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1607619,50135700,SRR22128309,1607619,120571425
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108091,GSM6702667: RSB196-143 [Tandutinib (MLN518)]; Homo sapiens; miRNA-Seq,GSM6702667: RSB196-143 [Tandutinib (MLN518)]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702667,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610972,,SAMN31554242,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,4483881,139551008,SRR22128310,4483881,336291075
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108090,GSM6702642: RSB196-245 [MK-2866 (GTx-024)]; Homo sapiens; miRNA-Seq,GSM6702642: RSB196-245 [MK-2866 (GTx-024)]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702642,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610971,,SAMN31554267,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2029269,63504317,SRR22128311,2029269,152195175
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108089,GSM6702641: RSB196-334 [Ondansetron HCl]; Homo sapiens; miRNA-Seq,GSM6702641: RSB196-334 [Ondansetron HCl]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702641,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610970,,SAMN31554268,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2063992,62509766,SRR22128312,2063992,154799400
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108088,"GSM6702640: RSB196-159 [Roscovitine (Seliciclib,CYC202)]; Homo sapiens; miRNA-Seq","GSM6702640: RSB196-159 [Roscovitine (Seliciclib,CYC202)]; Homo sapiens; miRNA-Seq",9606,Homo sapiens,GSM6702640,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610969,,SAMN31554269,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,4059201,126348471,SRR22128313,4059201,304440075
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108087,GSM6702639: RSB196-153 [Barasertib (AZD1152-HQPA)]; Homo sapiens; miRNA-Seq,GSM6702639: RSB196-153 [Barasertib (AZD1152-HQPA)]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702639,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610968,,SAMN31554270,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,3099211,95702154,SRR22128314,3099211,232440825
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108086,GSM6702638: RSB196-325 [Vatalanib (PTK787) 2HCl]; Homo sapiens; miRNA-Seq,GSM6702638: RSB196-325 [Vatalanib (PTK787) 2HCl]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702638,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610967,,SAMN31554271,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1499086,46447879,SRR22128315,1499086,112431450
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108085,GSM6702637: RSB196-196 [Camptothecin]; Homo sapiens; miRNA-Seq,GSM6702637: RSB196-196 [Camptothecin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702637,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610965,,SAMN31554272,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1634832,50554823,SRR22128316,1634832,122612400
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108084,"GSM6702636: RSB196-347 [Fluorouracil (5-Fluoracil, 5-FU)]; Homo sapiens; miRNA-Seq","GSM6702636: RSB196-347 [Fluorouracil (5-Fluoracil, 5-FU)]; Homo sapiens; miRNA-Seq",9606,Homo sapiens,GSM6702636,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610966,,SAMN31554273,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2067914,62522871,SRR22128317,2067914,155093550
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108083,GSM6702635: RSB196-311 [Finasteride]; Homo sapiens; miRNA-Seq,GSM6702635: RSB196-311 [Finasteride]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702635,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610964,,SAMN31554274,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,846143,25939165,SRR22128318,846143,63460725
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108082,GSM6702610: RSB196-281 [Anastrozole]; Homo sapiens; miRNA-Seq,GSM6702610: RSB196-281 [Anastrozole]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702610,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610963,,SAMN31554299,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1217939,37582319,SRR22128319,1217939,91345425
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108081,GSM6702609: RSB196-151 [SNS-032 (BMS-387032)]; Homo sapiens; miRNA-Seq,GSM6702609: RSB196-151 [SNS-032 (BMS-387032)]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702609,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610962,,SAMN31554300,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1269679,39543195,SRR22128320,1269679,95225925
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108080,GSM6702608: RSB196-38 [YM201636]; Homo sapiens; miRNA-Seq,GSM6702608: RSB196-38 [YM201636]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702608,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610961,,SAMN31554301,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,923979,29033019,SRR22128321,923979,69298425
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108079,GSM6702607: RSB196-288 [Natamycin]; Homo sapiens; miRNA-Seq,GSM6702607: RSB196-288 [Natamycin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702607,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610960,,SAMN31554302,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2398582,73849532,SRR22128322,2398582,179893650
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108078,GSM6702606: RSB196-158 [Thiazovivin]; Homo sapiens; miRNA-Seq,GSM6702606: RSB196-158 [Thiazovivin]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702606,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610959,,SAMN31554303,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,468423,14304998,SRR22128323,468423,35131725
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108077,GSM6702605: RSB196-37 [Linifanib (ABT-869)]; Homo sapiens; miRNA-Seq,GSM6702605: RSB196-37 [Linifanib (ABT-869)]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702605,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610958,,SAMN31554304,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2122073,66565590,SRR22128324,2122073,159155475
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108076,GSM6702604: RSB196-59 [GSK690693]; Homo sapiens; miRNA-Seq,GSM6702604: RSB196-59 [GSK690693]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702604,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610957,,SAMN31554305,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1330411,40984065,SRR22128325,1330411,99780825
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108075,GSM6702603: RSB196-76 [AG-1024]; Homo sapiens; miRNA-Seq,GSM6702603: RSB196-76 [AG-1024]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702603,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610956,,SAMN31554306,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1953842,60327464,SRR22128326,1953842,146538150
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108074,GSM6702578: RSB196-99 [Imatinib Mesylate (STI571)]; Homo sapiens; miRNA-Seq,GSM6702578: RSB196-99 [Imatinib Mesylate (STI571)]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702578,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610955,,SAMN31554331,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2862293,89707003,SRR22128327,2862293,214671975
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108073,GSM6702577: RSB196-214 [Zosuquidar (LY335979) 3HCl]; Homo sapiens; miRNA-Seq,GSM6702577: RSB196-214 [Zosuquidar (LY335979) 3HCl]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702577,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610954,,SAMN31554332,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,378239,12019914,SRR22128328,378239,28367925
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108072,GSM6702576: RSB196-165 [Vandetanib (ZD6474)]; Homo sapiens; miRNA-Seq,GSM6702576: RSB196-165 [Vandetanib (ZD6474)]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702576,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610953,,SAMN31554333,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,874108,27922252,SRR22128329,874108,65558100
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108071,GSM6702575: RSB196-206 [Floxuridine]; Homo sapiens; miRNA-Seq,GSM6702575: RSB196-206 [Floxuridine]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702575,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610952,,SAMN31554334,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,2586338,80399950,SRR22128330,2586338,193975350
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108070,GSM6702574: RSB196-278 [Aztreonam]; Homo sapiens; miRNA-Seq,GSM6702574: RSB196-278 [Aztreonam]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702574,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610951,,SAMN31554335,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1514841,46487891,SRR22128331,1514841,113613075
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108069,GSM6702573: RSB196-107 [Motesanib Diphosphate (AMG-706)]; Homo sapiens; miRNA-Seq,GSM6702573: RSB196-107 [Motesanib Diphosphate (AMG-706)]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702573,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610950,,SAMN31554336,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1367623,43483630,SRR22128332,1367623,102571725
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108068,GSM6702572: RSB196-243 [WZ4002]; Homo sapiens; miRNA-Seq,GSM6702572: RSB196-243 [WZ4002]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702572,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610949,,SAMN31554337,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1459266,45512368,SRR22128333,1459266,109444950
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108067,GSM6702571: RSB196-123 [ADL5859 HCl]; Homo sapiens; miRNA-Seq,GSM6702571: RSB196-123 [ADL5859 HCl]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702571,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610948,,SAMN31554338,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,375196,12168256,SRR22128334,375196,28139700
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108066,"GSM6702546: RSB196-167 [Vorinostat (SAHA, MK0683)]; Homo sapiens; miRNA-Seq","GSM6702546: RSB196-167 [Vorinostat (SAHA, MK0683)]; Homo sapiens; miRNA-Seq",9606,Homo sapiens,GSM6702546,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610947,,SAMN31554363,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1423361,42655894,SRR22128335,1423361,106752075
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108065,GSM6702545: RSB196-137 [Sorafenib Tosylate]; Homo sapiens; miRNA-Seq,GSM6702545: RSB196-137 [Sorafenib Tosylate]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702545,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610946,,SAMN31554364,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,462232,14616612,SRR22128336,462232,34667400
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108064,GSM6702544: RSB196-265 [Belinostat (PXD101)]; Homo sapiens; miRNA-Seq,GSM6702544: RSB196-265 [Belinostat (PXD101)]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702544,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610945,,SAMN31554365,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,441649,13739850,SRR22128337,441649,33123675
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108063,GSM6702543: RSB196-226 [Ifosfamide]; Homo sapiens; miRNA-Seq,GSM6702543: RSB196-226 [Ifosfamide]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702543,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610944,,SAMN31554366,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1438345,43338667,SRR22128338,1438345,107875875
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108062,GSM6702542: RSB196-202 [Cilostazol]; Homo sapiens; miRNA-Seq,GSM6702542: RSB196-202 [Cilostazol]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702542,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610943,,SAMN31554367,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1447634,44944922,SRR22128339,1447634,108572550
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108061,GSM6702541: RSB196-185 [MK-8245]; Homo sapiens; miRNA-Seq,GSM6702541: RSB196-185 [MK-8245]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702541,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610942,,SAMN31554368,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1338355,40945332,SRR22128340,1338355,100376625
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108060,GSM6702540: RSB196-88 [Clopidogrel]; Homo sapiens; miRNA-Seq,GSM6702540: RSB196-88 [Clopidogrel]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702540,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610941,,SAMN31554369,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,747923,23484860,SRR22128341,747923,56094225
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108059,GSM6702539: RSB196-176 [Budesonide]; Homo sapiens; miRNA-Seq,GSM6702539: RSB196-176 [Budesonide]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702539,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610940,,SAMN31554370,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,487177,15301206,SRR22128342,487177,36538275
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108058,"GSM6702514: RSB196-199 [Olaparib (AZD2281, Ku-0059436)]; Homo sapiens; miRNA-Seq","GSM6702514: RSB196-199 [Olaparib (AZD2281, Ku-0059436)]; Homo sapiens; miRNA-Seq",9606,Homo sapiens,GSM6702514,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610939,,SAMN31554395,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,228624,7029562,SRR22128343,228624,17146800
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108057,GSM6702513: RSB196-91 [Mocetinostat (MGCD0103)]; Homo sapiens; miRNA-Seq,GSM6702513: RSB196-91 [Mocetinostat (MGCD0103)]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702513,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610937,,SAMN31554396,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,227008,7168617,SRR22128344,227008,17025600
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108056,GSM6702512: RSB196-237 [SB203580]; Homo sapiens; miRNA-Seq,GSM6702512: RSB196-237 [SB203580]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702512,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610938,,SAMN31554397,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,300899,9260341,SRR22128345,300899,22567425
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108055,GSM6702511: RSB196-266 [Lansoprazole]; Homo sapiens; miRNA-Seq,GSM6702511: RSB196-266 [Lansoprazole]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702511,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610936,,SAMN31554398,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,541181,16838557,SRR22128346,541181,40588575
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108054,GSM6702510: RSB196-183 [CEP-18770 (Delanzomib)]; Homo sapiens; miRNA-Seq,GSM6702510: RSB196-183 [CEP-18770 (Delanzomib)]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702510,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610935,,SAMN31554399,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,300436,9152139,SRR22128347,300436,22532700
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108053,GSM6702509: RSB196-224 [AEE788 (NVP-AEE788)]; Homo sapiens; miRNA-Seq,GSM6702509: RSB196-224 [AEE788 (NVP-AEE788)]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702509,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610934,,SAMN31554400,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1806345,56554093,SRR22128348,1806345,135475875
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108052,GSM6702508: RSB196-349 [Methotrexate]; Homo sapiens; miRNA-Seq,GSM6702508: RSB196-349 [Methotrexate]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702508,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610933,,SAMN31554401,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,244440,7632875,SRR22128349,244440,18333000
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108051,GSM6702507: RSB196-162 [Acarbose]; Homo sapiens; miRNA-Seq,GSM6702507: RSB196-162 [Acarbose]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702507,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610932,,SAMN31554402,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,1081226,33438634,SRR22128350,1081226,81091950
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108050,GSM6702482: RSB196-182 [Calcitriol]; Homo sapiens; miRNA-Seq,GSM6702482: RSB196-182 [Calcitriol]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702482,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610931,,SAMN31554427,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,602423,19568189,SRR22128351,602423,45181725
SRP405648,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,SRX18108049,GSM6702481: RSB196-333 [LY294002]; Homo sapiens; miRNA-Seq,GSM6702481: RSB196-333 [LY294002]; Homo sapiens; miRNA-Seq,9606,Homo sapiens,GSM6702481,miRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,SRS15610929,,SAMN31554428,PRJNA896539,NextSeq 550,NextSeq 550,ILLUMINA,137598,4370985,SRR22128352,137598,10319850
