miRNA name	pos:mut	trimmed_SOD1_ALS-iPSC_derived-miRNA-MN_1	trimmed_SOD1_ALS-iPSC_derived-miRNA-MN_2	trimmed_control-iPSC_derived-miRNA-MN_1	trimmed_TDP43_ALS-iPSC_derived-miRNA-MN_1	trimmed_TDP43_ALS-iPSC_derived-miRNA-MN_2	trimmed_control-iPSC_derived-miRNA-MN_2	trimmed_control-iPSC_derived-miRNA-MN_3	trimmed_TDP43_ALS-iPSC_derived-miRNA-MN_3	trimmed_SOD1_ALS-iPSC_derived-miRNA-MN_1 (PM+1MM+2MM)	trimmed_SOD1_ALS-iPSC_derived-miRNA-MN_2 (PM+1MM+2MM)	trimmed_control-iPSC_derived-miRNA-MN_1 (PM+1MM+2MM)	trimmed_TDP43_ALS-iPSC_derived-miRNA-MN_1 (PM+1MM+2MM)	trimmed_TDP43_ALS-iPSC_derived-miRNA-MN_2 (PM+1MM+2MM)	trimmed_control-iPSC_derived-miRNA-MN_2 (PM+1MM+2MM)	trimmed_control-iPSC_derived-miRNA-MN_3 (PM+1MM+2MM)	trimmed_TDP43_ALS-iPSC_derived-miRNA-MN_3 (PM+1MM+2MM)
hsa-miR-598-3p	15:CT	2.0	1.0	0.0	0.0	2.0	1.0	1.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	16:AG	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	16:AT	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	17:TA	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	17:TC	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	18:CA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	18:CT	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	19:GA	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	19:GC	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	19:GT	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	20:TC	1.0	0.0	1.0	2.0	1.0	1.0	0.0	1.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	21:CA	1.0	1.0	0.0	0.0	1.0	5.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	21:CG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	21:CT	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	22:AC	6.0	0.0	1.0	6.0	3.0	0.0	2.0	3.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	22:AG	18.0	6.0	1.0	4.0	6.0	8.0	4.0	5.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	22:AT	2008.0	369.0	469.0	442.0	313.0	1028.0	460.0	330.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	9:CT,22:AT	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	10:GA,16:AT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	10:GA,22:AT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	10:GT,22:AT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	11:TA,22:AT	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	12:TC,19:GA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	13:GA,22:AT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	13:GC,22:AT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	15:CT,22:AT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	16:AG,22:AT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	16:AT,22:AT	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	20:TA,21:CA	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	20:TA,21:CG	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	20:TC,22:AT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	21:CA,22:AT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-3p	21:CT,22:AT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11138.0	5394.0	2852.0	4922.0	4984.0	5071.0	3695.0	2477.0
hsa-miR-598-5p	PM	41.0	17.0	36.0	29.0	22.0	27.0	29.0	22.0	50.0	20.0	40.0	31.0	22.0	32.0	32.0	22.0
hsa-miR-598-5p	19:TC	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	50.0	20.0	40.0	31.0	22.0	32.0	32.0	22.0
hsa-miR-598-5p	23:CA	3.0	1.0	1.0	1.0	0.0	1.0	2.0	0.0	50.0	20.0	40.0	31.0	22.0	32.0	32.0	22.0
hsa-miR-598-5p	23:CT	6.0	2.0	3.0	1.0	0.0	4.0	0.0	0.0	50.0	20.0	40.0	31.0	22.0	32.0	32.0	22.0
hsa-miR-599	PM	4.0	0.0	1.0	3.0	3.0	1.0	3.0	0.0	4.0	0.0	1.0	3.0	3.0	1.0	3.0	0.0
hsa-miR-602	PM	0.0	0.0	2.0	1.0	3.0	0.0	3.0	2.0	0.0	1.0	5.0	1.0	3.0	2.0	3.0	3.0
hsa-miR-602	23:CT	0.0	1.0	3.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	5.0	1.0	3.0	2.0	3.0	3.0
hsa-miR-603	PM	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
hsa-miR-605-5p	PM	2.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	3.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0
hsa-miR-605-5p	13:TA,23:TA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0
hsa-miR-607	PM	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-609	PM	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0
hsa-miR-610	PM	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-6125	PM	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-6128	17:AG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6129	PM	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
hsa-miR-6129	10:TA,13:GT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
hsa-miR-6131	9:AC,15:GC	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	146.0	117.0	170.0	75.0	102.0	248.0	164.0	126.0
hsa-miR-6131	9:AC,15:GT	146.0	117.0	170.0	74.0	102.0	248.0	164.0	126.0	146.0	117.0	170.0	75.0	102.0	248.0	164.0	126.0
hsa-miR-6132	PM	2.0	0.0	1.0	0.0	0.0	3.0	0.0	3.0	2.0	0.0	1.0	0.0	0.0	3.0	0.0	3.0
hsa-miR-6133	16:GT,17:GA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-6133	18:TA,19:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-6134	13:AT	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	2.0
hsa-miR-6134	13:AT,18:GT	2.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	2.0
hsa-miR-615-3p	PM	3.0	48.0	8.0	28.0	21.0	3.0	1.0	3.0	3.0	73.0	10.0	32.0	29.0	5.0	2.0	4.0
hsa-miR-615-3p	21:TA	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	73.0	10.0	32.0	29.0	5.0	2.0	4.0
hsa-miR-615-3p	22:TA	0.0	15.0	1.0	3.0	4.0	1.0	1.0	1.0	3.0	73.0	10.0	32.0	29.0	5.0	2.0	4.0
hsa-miR-615-3p	22:TC	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	73.0	10.0	32.0	29.0	5.0	2.0	4.0
hsa-miR-615-3p	22:TG	0.0	5.0	1.0	1.0	2.0	0.0	0.0	0.0	3.0	73.0	10.0	32.0	29.0	5.0	2.0	4.0
hsa-miR-615-3p	20:CT,21:TA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	73.0	10.0	32.0	29.0	5.0	2.0	4.0
hsa-miR-615-3p	20:CT,22:TA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	73.0	10.0	32.0	29.0	5.0	2.0	4.0
hsa-miR-615-3p	21:TA,22:TA	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	73.0	10.0	32.0	29.0	5.0	2.0	4.0
hsa-miR-615-3p	21:TG,22:TA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	73.0	10.0	32.0	29.0	5.0	2.0	4.0
hsa-miR-615-5p	22:CA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-615-5p	21:TC,22:CT	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-616-3p	PM	1.0	3.0	2.0	1.0	2.0	2.0	1.0	3.0	1.0	3.0	2.0	1.0	2.0	2.0	1.0	3.0
hsa-miR-616-5p	PM	39.0	15.0	24.0	21.0	16.0	22.0	16.0	12.0	39.0	15.0	24.0	21.0	16.0	22.0	16.0	12.0
hsa-miR-618	PM	483.0	231.0	64.0	217.0	218.0	83.0	1.0	54.0	502.0	241.0	66.0	230.0	233.0	86.0	1.0	55.0
hsa-miR-618	13:TA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	502.0	241.0	66.0	230.0	233.0	86.0	1.0	55.0
hsa-miR-618	16:TA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	502.0	241.0	66.0	230.0	233.0	86.0	1.0	55.0
hsa-miR-618	17:TC	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	502.0	241.0	66.0	230.0	233.0	86.0	1.0	55.0
hsa-miR-618	18:CT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	502.0	241.0	66.0	230.0	233.0	86.0	1.0	55.0
hsa-miR-618	21:AT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	502.0	241.0	66.0	230.0	233.0	86.0	1.0	55.0
hsa-miR-618	23:TA	16.0	9.0	2.0	13.0	12.0	2.0	0.0	1.0	502.0	241.0	66.0	230.0	233.0	86.0	1.0	55.0
hsa-miR-618	23:TG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	502.0	241.0	66.0	230.0	233.0	86.0	1.0	55.0
hsa-miR-618	14:CT,23:TA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	502.0	241.0	66.0	230.0	233.0	86.0	1.0	55.0
hsa-miR-619-5p	PM	2.0	2.0	3.0	0.0	3.0	4.0	1.0	1.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	8:TC	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	10:AG	0.0	4.0	1.0	1.0	1.0	0.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	11:CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	11:CT	1.0	8.0	1.0	2.0	0.0	3.0	3.0	4.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	12:AG	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	13:GA	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	13:GC	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	14:GA	0.0	2.0	0.0	0.0	4.0	0.0	0.0	1.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	14:GT	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	16:AG	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	16:AT	2.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	21:CA	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	8:TC,10:AG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	8:TC,16:AG	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	10:AG,11:CT	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	10:AG,14:GA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	10:AG,15:CT	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	10:AG,16:AG	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	10:AG,19:AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	10:AG,20:GA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	10:AG,22:CT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	11:CT,12:AT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	11:CT,13:GC	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	11:CT,16:AG	1.0	2.0	0.0	2.0	3.0	0.0	1.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	11:CT,20:GA	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	11:CT,22:CT	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	14:GA,16:AG	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	14:GA,19:AC	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	15:CT,16:AG	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	16:AG,21:CA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	16:AG,21:CG	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-619-5p	16:AG,22:CT	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	36.0	8.0	15.0	14.0	12.0	5.0	10.0
hsa-miR-620	PM	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-624-3p	PM	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-624-3p	21:TC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-624-5p	PM	8.0	7.0	4.0	5.0	14.0	5.0	4.0	8.0	8.0	7.0	4.0	5.0	14.0	5.0	4.0	8.0
hsa-miR-625-3p	PM	179.0	126.0	98.0	198.0	118.0	153.0	177.0	88.0	255.0	171.0	128.0	226.0	150.0	197.0	222.0	108.0
hsa-miR-625-3p	10:AG	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	255.0	171.0	128.0	226.0	150.0	197.0	222.0	108.0
hsa-miR-625-3p	14:TC	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	255.0	171.0	128.0	226.0	150.0	197.0	222.0	108.0
hsa-miR-625-3p	21:CT	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	255.0	171.0	128.0	226.0	150.0	197.0	222.0	108.0
hsa-miR-625-3p	22:AC	3.0	13.0	2.0	1.0	0.0	5.0	2.0	1.0	255.0	171.0	128.0	226.0	150.0	197.0	222.0	108.0
hsa-miR-625-3p	22:AG	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	255.0	171.0	128.0	226.0	150.0	197.0	222.0	108.0
hsa-miR-625-3p	22:AT	72.0	31.0	25.0	25.0	31.0	38.0	42.0	19.0	255.0	171.0	128.0	226.0	150.0	197.0	222.0	108.0
hsa-miR-625-3p	15:CA,22:AT	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255.0	171.0	128.0	226.0	150.0	197.0	222.0	108.0
hsa-miR-625-3p	21:CA,22:AT	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	255.0	171.0	128.0	226.0	150.0	197.0	222.0	108.0
hsa-miR-625-5p	PM	488.0	374.0	420.0	341.0	312.0	520.0	439.0	232.0	488.0	376.0	421.0	342.0	312.0	522.0	439.0	233.0
hsa-miR-625-5p	9:AG	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	488.0	376.0	421.0	342.0	312.0	522.0	439.0	233.0
hsa-miR-625-5p	17:AG	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	488.0	376.0	421.0	342.0	312.0	522.0	439.0	233.0
hsa-miR-625-5p	18:GA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	488.0	376.0	421.0	342.0	312.0	522.0	439.0	233.0
hsa-miR-625-5p	21:CA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	488.0	376.0	421.0	342.0	312.0	522.0	439.0	233.0
hsa-miR-625-5p	21:CT	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	488.0	376.0	421.0	342.0	312.0	522.0	439.0	233.0
hsa-miR-625-5p	20:CA,21:CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	488.0	376.0	421.0	342.0	312.0	522.0	439.0	233.0
hsa-miR-627-3p	PM	23.0	9.0	7.0	19.0	13.0	9.0	7.0	6.0	23.0	9.0	7.0	19.0	13.0	9.0	7.0	6.0
hsa-miR-627-5p	PM	31.0	16.0	12.0	13.0	17.0	10.0	11.0	11.0	31.0	16.0	12.0	13.0	17.0	10.0	11.0	11.0
hsa-miR-628-3p	PM	903.0	326.0	516.0	553.0	424.0	434.0	369.0	293.0	903.0	326.0	518.0	554.0	424.0	435.0	371.0	294.0
hsa-miR-628-3p	9:GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	903.0	326.0	518.0	554.0	424.0	435.0	371.0	294.0
hsa-miR-628-3p	21:AG	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	903.0	326.0	518.0	554.0	424.0	435.0	371.0	294.0
hsa-miR-628-3p	21:AT	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	903.0	326.0	518.0	554.0	424.0	435.0	371.0	294.0
hsa-miR-628-5p	PM	5192.0	1915.0	3104.0	2753.0	1844.0	2228.0	2486.0	1601.0	5335.0	1951.0	3158.0	2820.0	1896.0	2293.0	2522.0	1626.0
hsa-miR-628-5p	10:TC	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	5335.0	1951.0	3158.0	2820.0	1896.0	2293.0	2522.0	1626.0
hsa-miR-628-5p	11:AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5335.0	1951.0	3158.0	2820.0	1896.0	2293.0	2522.0	1626.0
hsa-miR-628-5p	13:TA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5335.0	1951.0	3158.0	2820.0	1896.0	2293.0	2522.0	1626.0
hsa-miR-628-5p	13:TC	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5335.0	1951.0	3158.0	2820.0	1896.0	2293.0	2522.0	1626.0
hsa-miR-628-5p	14:TA	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5335.0	1951.0	3158.0	2820.0	1896.0	2293.0	2522.0	1626.0
hsa-miR-628-5p	14:TC	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	5335.0	1951.0	3158.0	2820.0	1896.0	2293.0	2522.0	1626.0
hsa-miR-628-5p	15:AG	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5335.0	1951.0	3158.0	2820.0	1896.0	2293.0	2522.0	1626.0
hsa-miR-628-5p	15:AT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5335.0	1951.0	3158.0	2820.0	1896.0	2293.0	2522.0	1626.0
hsa-miR-628-5p	16:CA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5335.0	1951.0	3158.0	2820.0	1896.0	2293.0	2522.0	1626.0
hsa-miR-628-5p	16:CG	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	5335.0	1951.0	3158.0	2820.0	1896.0	2293.0	2522.0	1626.0
hsa-miR-628-5p	16:CT	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	5335.0	1951.0	3158.0	2820.0	1896.0	2293.0	2522.0	1626.0
hsa-miR-628-5p	19:GT	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5335.0	1951.0	3158.0	2820.0	1896.0	2293.0	2522.0	1626.0
hsa-miR-628-5p	20:AG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	5335.0	1951.0	3158.0	2820.0	1896.0	2293.0	2522.0	1626.0
hsa-miR-628-5p	20:AT	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	5335.0	1951.0	3158.0	2820.0	1896.0	2293.0	2522.0	1626.0
hsa-miR-628-5p	21:GT	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	5335.0	1951.0	3158.0	2820.0	1896.0	2293.0	2522.0	1626.0
hsa-miR-628-5p	22:GA	122.0	32.0	44.0	61.0	47.0	58.0	27.0	18.0	5335.0	1951.0	3158.0	2820.0	1896.0	2293.0	2522.0	1626.0
hsa-miR-628-5p	22:GC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5335.0	1951.0	3158.0	2820.0	1896.0	2293.0	2522.0	1626.0
hsa-miR-628-5p	22:GT	15.0	2.0	6.0	5.0	3.0	4.0	2.0	4.0	5335.0	1951.0	3158.0	2820.0	1896.0	2293.0	2522.0	1626.0
hsa-miR-628-5p	21:GA,22:GA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5335.0	1951.0	3158.0	2820.0	1896.0	2293.0	2522.0	1626.0
